C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,sexo_mujer,sexo_hombre,edad,grupo_edad,joven,adulto_mayor,jefe_hogar,conyuge,hijo_hogar,tiene_discapacidad,cantidad_limitaciones,lengua_materna_indigena,autoidentificacion_indigena,autoidentificacion_afro,autoidentificacion_mestizo,nivel_educativo_ord,educacion_basica_o_menos,secundaria_completa,superior_incompleta,superior_completa,universitaria_completa_o_mas,educacion_superior,brecha_educativa_baja,grupo_educativo,trabajador_independiente,trabajador_dependiente,empleador,trabajador_hogar,trabajador_familiar_no_remunerado,sector_publico,sector_privado,empresa_registrada_sunat,empresa_no_registrada_sunat,lleva_libros_contables,posible_informalidad,empresa_pequena,empresa_mediana_grande,busca_otro_empleo,horas_totales,horas_principal,horas_secundaria,trabaja_menos_35h,trabaja_mas_48h,sobrejornada,brecha_horas_normal,tiene_seguro_salud,tiene_essalud,tiene_sis,tiene_afp,tiene_snp,tiene_pension,proteccion_social_completa,ingreso_total,ingreso_principal,ingreso_laboral,ingreso_total_log,ingreso_principal_log,ingreso_laboral_log,ingreso_por_hora,ingreso_por_hora_log,ingreso_secundario_total,tiene_ingreso_secundario,proporcion_ingreso_principal,dependencia_ingreso_principal,bajo_ingreso_relativo,alto_ingreso_relativo,ingreso_cero,ingreso_outlier
2,42.0,2,6,5, ,2, ,3,2,1,3,2,32.0,6.0,38.0,,398.0,318.0,398.0,,110.0,,80.0,5.988961416889864,5.765191102784844,5.988961416889864,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,42.0,35_44,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,38.0,32.0,6.0,0,0,0,,1,0,1,0,0,0,0,398.0,318.0,398.0,5.988961416889864,5.765191102784844,5.988961416889864,2.4188647137474173,1.229308540920627,190.0,1,0.7989949748743719,0,1,0,0,0
2,53.0,3,8,2, ,2, ,3,2,1,2,2,60.0,,60.0,,948.0,948.0,948.0,,870.0,,,6.855408798609928,6.855408798609928,6.855408798609928,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,53.0,45_54,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,60.0,60.0,0.0,0,1,0,,1,0,1,0,0,0,0,948.0,948.0,948.0,6.855408798609928,6.855408798609928,6.855408798609928,3.648960739030023,1.5366436976373017,870.0,1,1.0,1,1,0,0,0
1,44.0,1,9,3, ,3,5,2,2,1,3,2,18.0,,18.0,,1152.0,1152.0,1152.0,1100.0,,,,7.050122520269059,7.050122520269059,7.050122520269059,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,44.0,35_44,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,18.0,18.0,0.0,1,0,0,,1,0,1,0,1,1,1,1152.0,1152.0,1152.0,7.050122520269059,7.050122520269059,7.050122520269059,14.780600461893766,2.758781366778289,0.0,0,1.0,1,0,0,0,0
2,46.0,9,4, ,6,6, , , ,1,1,2,68.0,,68.0,,2379.0,2379.0,2379.0,1300.0,,,,7.77485576666552,7.77485576666552,7.77485576666552,1,1,2,1,2,2,2,2,2,2,2,10,3,0,0,0,0,0,1,0,46.0,45_54,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,Primaria,0,0,0,0,1,0,0,0,0,0,0,1,0,0,68.0,68.0,0.0,0,1,1,,1,1,0,1,0,1,1,2379.0,2379.0,2379.0,7.77485576666552,7.77485576666552,7.77485576666552,8.07974459991849,2.2060460644553284,0.0,0,1.0,1,0,0,0,0
2,64.0,1,3,3, ,2, ,3,2,1,1,2,49.0,,49.0,,476.0,476.0,476.0,,476.0,,,6.1675164908883415,6.1675164908883415,6.1675164908883415,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,64.0,55_64,0,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,1,Primaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,49.0,49.0,0.0,0,1,0,,1,0,1,0,0,0,0,476.0,476.0,476.0,6.1675164908883415,6.1675164908883415,6.1675164908883415,2.2434839986803032,1.176648060309121,476.0,1,1.0,1,1,0,0,0
2,44.0,1,4, ,6,2, ,3,2,1,2,2,25.0,,45.0,45.0,370.0,370.0,370.0,,370.0,,,5.916202062607435,5.916202062607435,5.916202062607435,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,44.0,35_44,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,Primaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,45.0,25.0,0.0,0,0,0,0.0,1,0,1,0,0,0,0,370.0,370.0,370.0,5.916202062607435,5.916202062607435,5.916202062607435,1.898896587118296,1.0643301773882194,370.0,1,1.0,1,1,0,0,0
1,63.0,1,12,2, ,2, ,2,2,1,1,2,40.0,,40.0,,1750.0,1750.0,1750.0,,1750.0,,,7.467942332285852,7.467942332285852,7.467942332285852,1,1,2,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,63.0,55_64,0,0,1,0,0,0,0,0,1,0,0,12,0,0,0,1,1,1,0,Posgrado,1,0,0,0,0,0,0,1,0,0,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,1,0,0,0,0,0,1750.0,1750.0,1750.0,7.467942332285852,7.467942332285852,7.467942332285852,10.103926096997691,2.4072987482125536,1750.0,1,1.0,1,0,0,0,0
2,17.0,3,5,4, ,3,5,1, ,1,3,2,12.0,12.0,24.0,,335.0,173.0,335.0,173.0,,,160.0,5.817111159963204,5.159055299214529,5.817111159963204,5,2,1,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,1,0,17.0,14_24,1,0,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,1,0,0,0,1,0,0,24.0,12.0,12.0,1,0,0,,1,0,1,0,0,0,0,335.0,173.0,335.0,5.817111159963204,5.159055299214529,5.817111159963204,3.2236335642802154,1.440695791760254,160.0,1,0.5164179104477612,0,1,0,0,0
2,31.0,1,6,5, ,2, ,2,2,1,1,2,26.0,,26.0,,893.0,893.0,893.0,,839.0,,,6.795705775173514,6.795705775173514,6.795705775173514,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,31.0,25_34,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,1,0,0,0,1,0,0,26.0,26.0,0.0,1,0,0,,1,1,0,1,0,1,1,893.0,893.0,893.0,6.795705775173514,6.795705775173514,6.795705775173514,7.932137146917747,2.1896556884186684,839.0,1,1.0,1,1,0,0,0
1,29.0,1,8,2, ,3,5,1, ,2,30,2,48.0,,48.0,,1050.0,1050.0,1314.0,1050.0,,,,6.957497370876951,6.957497370876951,7.181591944611865,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,29.0,25_34,1,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,1050.0,1050.0,1314.0,6.957497370876951,6.957497370876951,7.181591944611865,6.32217090069284,1.9909068551375964,0.0,0,1.0,1,0,0,0,0
1,52.0,1,6,5, ,3,4,1, ,4,150,2,32.0,,48.0,48.0,1400.0,1400.0,1688.0,1400.0,,,,7.244941546337007,7.244941546337007,7.4318919168078,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,52.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,0,1,0,0,0,0,1,0,48.0,32.0,0.0,0,0,0,0.0,1,1,0,0,1,1,1,1400.0,1400.0,1688.0,7.244941546337007,7.244941546337007,7.4318919168078,8.121632024634334,2.21064873814614,0.0,0,1.0,1,0,0,0,0
2,18.0,3,10,1, ,4, ,3,2,1,2, ,21.0,,21.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,18.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,0,0,1,0,0,0,0,1,0,1,1,0,0,21.0,21.0,0.0,1,0,0,,1,0,1,0,0,0,0,,,,,,,,,0.0,0,,0,0,0,0,0
1,53.0,2,12,2, ,3,2, , ,5,9998,2,40.0,,40.0,,5000.0,5000.0,5000.0,5000.0,,,,8.517393171418904,8.517393171418904,8.517393171418904,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,53.0,45_54,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,5000.0,5000.0,5000.0,8.517393171418904,8.517393171418904,8.517393171418904,28.86836027713626,3.3967997354127544,0.0,0,1.0,1,0,1,0,0
2,40.0,2,6,5, ,2, ,3,2,1,1,2,21.0,,21.0,,1047.0,1047.0,1047.0,,960.0,,,6.954638864880987,6.954638864880987,6.954638864880987,6,2,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,40.0,35_44,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,21.0,21.0,0.0,1,0,0,,0,0,0,0,1,1,0,1047.0,1047.0,1047.0,6.954638864880987,6.954638864880987,6.954638864880987,11.514351699109204,2.526876121633,960.0,1,1.0,1,0,0,0,0
1,27.0,3,6,5, ,3,5,1, ,2,23,2,32.0,,32.0,,600.0,600.0,600.0,600.0,,,,6.398594934535208,6.398594934535208,6.398594934535208,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,27.0,25_34,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,32.0,32.0,0.0,1,0,0,,1,1,0,1,0,1,1,600.0,600.0,600.0,6.398594934535208,6.398594934535208,6.398594934535208,4.330254041570439,1.6733988996255005,0.0,0,1.0,1,1,0,0,0
2,40.0,1,5,3, ,6, , , ,1,1,2,15.0,,15.0,,600.0,600.0,600.0,600.0,,,,6.398594934535208,6.398594934535208,6.398594934535208,5,2,1,2,2,2,2,2,2,2,2,1,7,0,0,0,0,0,1,0,40.0,35_44,0,0,1,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15.0,15.0,0.0,1,0,0,,1,0,1,0,0,0,0,600.0,600.0,600.0,6.398594934535208,6.398594934535208,6.398594934535208,9.237875288683602,2.326094106742564,0.0,0,1.0,1,1,0,0,0
2,20.0,3,8,2, ,2, ,3,2,1,1,2,9.0,,9.0,,680.0,680.0,680.0,,500.0,,,6.523562306149512,6.523562306149512,6.523562306149512,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,20.0,14_24,1,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,9.0,9.0,0.0,1,0,0,,1,0,1,0,0,0,0,680.0,680.0,680.0,6.523562306149512,6.523562306149512,6.523562306149512,17.449319989735695,2.9150275128824084,500.0,1,1.0,1,1,0,0,0
2,80.0,11,4,5, ,2, ,3,2,1,1,2,10.0,,10.0,,316.0,316.0,316.0,,316.0,,,5.75890177387728,5.75890177387728,5.75890177387728,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,80.0,65_mas,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,Primaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,10.0,10.0,0.0,1,0,0,,1,0,1,0,0,0,0,316.0,316.0,316.0,5.75890177387728,5.75890177387728,5.75890177387728,7.297921478060046,2.116005059111029,316.0,1,1.0,1,1,0,0,0
2,50.0,2,6,5, ,2, ,3,2,1,3,2,32.0,,32.0,,877.0,877.0,877.0,,577.0,,,6.777646593635117,6.777646593635117,6.777646593635117,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,50.0,45_54,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,32.0,32.0,0.0,1,0,0,,1,1,0,0,0,0,0,877.0,877.0,877.0,6.777646593635117,6.777646593635117,6.777646593635117,6.329387990762124,1.99189201865589,577.0,1,1.0,1,1,0,0,0
2,32.0,3,10,3, ,3,5,1, ,3,100,2,48.0,,48.0,,1500.0,1500.0,1875.0,1500.0,,,,7.313886831633462,7.313886831633462,7.53689712956617,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,32.0,25_34,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,1500.0,1500.0,1875.0,7.313886831633462,7.313886831633462,7.53689712956617,9.02136258660508,2.304719073098501,0.0,0,1.0,1,0,0,0,0
1,24.0,7,8,1, ,3,5,1, ,4,200,2,54.0,,54.0,,1100.0,1100.0,1100.0,1100.0,,,,7.00397413672268,7.00397413672268,7.00397413672268,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,24.0,14_24,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,54.0,54.0,0.0,0,1,0,,1,1,0,1,0,1,1,1100.0,1100.0,1100.0,7.00397413672268,7.00397413672268,7.00397413672268,4.704473526644428,1.7412506962589498,0.0,0,1.0,1,0,0,0,0
1,56.0,1,6,5, ,1, ,3,2,1,2,2,40.0,,48.0,48.0,2500.0,2500.0,2500.0,,2500.0,,,7.824445930877619,7.824445930877619,7.824445930877619,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,56.0,55_64,0,0,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,0,1,0,0,0,0,0,1,0,1,1,0,0,48.0,40.0,0.0,0,0,0,0.0,1,0,1,0,0,0,0,2500.0,2500.0,2500.0,7.824445930877619,7.824445930877619,7.824445930877619,12.028483448806774,2.5671379951693587,2500.0,1,1.0,1,0,0,0,0
1,52.0,1,12,2, ,3,5,1, ,5,9998,2,28.0,6.0,45.0,45.0,5300.0,3800.0,5759.0,3800.0,,,1500.0,8.575650760987806,8.24301946898925,8.658692753689937,1,1,2,1,2,2,2,2,2,2,2,10,6,0,0,0,0,0,0,1,52.0,45_54,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,45.0,28.0,6.0,0,0,0,0.0,1,1,0,1,0,1,1,5300.0,3800.0,5759.0,8.575650760987806,8.24301946898925,8.658692753689937,29.55606877084937,3.4195633163261867,1500.0,1,0.7169811320754716,0,0,1,0,0
1,25.0,3,9,3, ,3,5,1, ,1,15,2,45.0,,45.0,,1500.0,1500.0,1500.0,1500.0,,,,7.313886831633462,7.313886831633462,7.313886831633462,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,25.0,25_34,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,45.0,45.0,0.0,0,0,0,,1,0,1,0,0,0,0,1500.0,1500.0,1500.0,7.313886831633462,7.313886831633462,7.313886831633462,7.698229407236336,2.163119488538647,0.0,0,1.0,1,0,0,0,0
1,26.0,3,12,1, ,3,5,1, ,5,1000,1,35.0,,48.0,48.0,3000.0,3000.0,3750.0,3000.0,,,,8.006700845440367,8.006700845440367,8.229777750081887,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,26.0,25_34,1,0,0,0,1,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,1,48.0,35.0,0.0,0,0,0,0.0,1,1,0,1,0,1,1,3000.0,3000.0,3750.0,8.006700845440367,8.006700845440367,8.229777750081887,18.04272517321016,2.9466851479663347,0.0,0,1.0,1,0,1,0,0
1,44.0,1,6,5, ,3,5,1, ,1,15,2,40.0,,40.0,,1025.0,1025.0,1280.0,1025.0,,,,6.933423025730715,6.933423025730715,7.155396301896734,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,44.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,1025.0,1025.0,1280.0,6.933423025730715,6.933423025730715,7.155396301896734,7.390300230946883,2.127076304218712,0.0,0,1.0,1,0,0,0,0
1,61.0,1,10,2, ,2, ,3,2,1,1,1,20.0,,20.0,,1710.0,1710.0,1710.0,,1710.0,,,7.444833273892193,7.444833273892193,7.444833273892193,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,61.0,55_64,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,1,20.0,20.0,0.0,1,0,0,,1,0,1,0,1,1,1,1710.0,1710.0,1710.0,7.444833273892193,7.444833273892193,7.444833273892193,19.745958429561203,3.032351453226717,1710.0,1,1.0,1,0,0,0,0
1,58.0,1,6,5, ,2, ,3,2,1,1,2,2.0,3.0,5.0,,2493.0,2297.0,2493.0,,2297.0,,125.0,7.821643126239982,7.739794458408701,7.821643126239982,5,2,1,2,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,58.0,55_64,0,0,1,0,0,0,0,1,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,5.0,2.0,3.0,1,0,0,,1,0,1,0,1,1,1,2493.0,2297.0,2493.0,7.821643126239982,7.739794458408701,7.821643126239982,115.15011547344112,4.754883453391052,2422.0,1,0.9213798636181308,1,0,0,0,0
1,29.0,1,6,5, ,3,5,3,2,1,4,2,50.0,,50.0,,2599.0,2599.0,2599.0,2382.0,,,,7.863266724009573,7.863266724009573,7.863266724009573,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,29.0,25_34,1,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,0,1,0,1,1,0,0,50.0,50.0,0.0,0,1,0,,1,0,1,1,0,1,1,2599.0,2599.0,2599.0,7.863266724009573,7.863266724009573,7.863266724009573,12.004618937644342,2.5653045972521284,0.0,0,1.0,1,0,1,0,0
2,24.0,3,10,4, ,3,5,3,2,1,2,2,8.0,,8.0,,152.0,152.0,152.0,152.0,,,,5.030437921392435,5.030437921392435,5.030437921392435,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,24.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,0,1,0,1,1,0,0,8.0,8.0,0.0,1,0,0,,1,0,1,0,0,0,0,152.0,152.0,152.0,5.030437921392435,5.030437921392435,5.030437921392435,4.387990762124711,1.68417254401894,0.0,0,1.0,1,1,0,0,0
1,70.0,1,6,5, ,2, ,3,2,1,1,2,24.0,,24.0,,1162.0,1162.0,1162.0,,1162.0,,,7.0587581525186645,7.0587581525186645,7.0587581525186645,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,70.0,65_mas,0,1,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,24.0,24.0,0.0,1,0,0,,1,0,1,0,1,1,1,1162.0,1162.0,1162.0,7.0587581525186645,7.0587581525186645,7.0587581525186645,11.181678214010777,2.499933037191894,1162.0,1,1.0,1,0,0,0,0
1,22.0,1,5,2, ,3,5,1, ,1,10,2,60.0,,60.0,,1100.0,1100.0,1146.0,1100.0,,,,7.00397413672268,7.00397413672268,7.044905117129371,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,22.0,14_24,1,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,1,0,0,0,1,0,0,60.0,60.0,0.0,0,1,0,,1,1,0,1,0,1,1,1100.0,1100.0,1146.0,7.00397413672268,7.00397413672268,7.044905117129371,4.4110854503464205,1.6884497105053058,0.0,0,1.0,1,0,0,0,0
1,44.0,2,6,5, ,2, ,3,2,1,1,2,60.0,,60.0,,1800.0,1800.0,1800.0,,1800.0,,,7.496097345175956,7.496097345175956,7.496097345175956,5,2,1,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0,1,44.0,35_44,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,60.0,60.0,0.0,0,1,0,,1,0,1,0,0,0,0,1800.0,1800.0,1800.0,7.496097345175956,7.496097345175956,7.496097345175956,6.928406466512702,2.070452065455202,1800.0,1,1.0,1,0,0,0,0
1,63.0,1,6,5, ,3,5,1, ,1,20,2,66.0,,66.0,,1516.0,1516.0,1867.0,1516.0,,,,7.324489979348532,7.324489979348532,7.532623618788788,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,63.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,66.0,66.0,0.0,0,1,1,,1,1,0,0,1,1,1,1516.0,1516.0,1867.0,7.324489979348532,7.324489979348532,7.532623618788788,6.532997410595562,2.019293025102036,0.0,0,1.0,1,0,0,0,0
2,30.0,2,11,5, ,3,2, , ,5,9998,2,36.0,,36.0,,3500.0,3500.0,3567.0,3500.0,,,,8.160803920954665,8.160803920954665,8.1797604936999,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,30.0,25_34,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,36.0,36.0,0.0,0,0,0,,1,1,0,0,1,1,1,3500.0,3500.0,3567.0,8.160803920954665,8.160803920954665,8.1797604936999,22.882986913010008,3.173166360811833,0.0,0,1.0,1,0,1,0,0
2,47.0,1,4, ,6,2, ,3,2,1,1,2,26.0,,26.0,,413.0,413.0,413.0,,413.0,,,6.025865973825314,6.025865973825314,6.025865973825314,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,47.0,45_54,0,0,1,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,1,Primaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,26.0,26.0,0.0,1,0,0,,1,0,1,0,0,0,0,413.0,413.0,413.0,6.025865973825314,6.025865973825314,6.025865973825314,3.668502398294546,1.5408383346601535,413.0,1,1.0,1,1,0,0,0
2,31.0,2,6,5, ,3,5,2,2,1,5,2,48.0,,48.0,,1533.0,1533.0,1533.0,1083.0,,,,7.335633981927201,7.335633981927201,7.335633981927201,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,31.0,25_34,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,1533.0,1533.0,1533.0,7.335633981927201,7.335633981927201,7.335633981927201,7.375866050808314,2.125354481416522,0.0,0,1.0,1,0,0,0,0
1,62.0,6,9,3, ,4, ,2,2,1,3, ,77.0,,77.0,,,,,,,,,,,,1,1,2,1,2,2,2,2,2,2,2,1,7,0,0,0,0,0,0,1,62.0,55_64,0,0,0,0,0,0,0,1,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,0,0,1,0,0,0,1,0,0,0,1,0,0,77.0,77.0,0.0,0,1,1,,1,1,0,1,0,1,1,,,,,,,,,0.0,0,,0,0,0,0,0
2,27.0,2,6,5, ,3,5,3,2,1,2,2,12.0,,12.0,,433.0,433.0,433.0,433.0,,,,6.073044534100405,6.073044534100405,6.073044534100405,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,27.0,25_34,1,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,0,1,0,1,1,0,0,12.0,12.0,0.0,1,0,0,,1,0,1,0,0,0,0,433.0,433.0,433.0,6.073044534100405,6.073044534100405,6.073044534100405,8.333333333333334,2.2335922215070942,0.0,0,1.0,1,1,0,0,0
1,49.0,1,6,5, ,2, ,3,2,1,1,2,72.0,,72.0,,6240.0,6240.0,6240.0,,6240.0,,,8.738895704934043,8.738895704934043,8.738895704934043,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,49.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,72.0,72.0,0.0,0,1,1,,1,1,0,1,0,1,1,6240.0,6240.0,6240.0,8.738895704934043,8.738895704934043,8.738895704934043,20.01539645881447,3.045255333794925,6240.0,1,1.0,1,0,1,0,0
2,57.0,1,9,5, ,2, ,3,2,1,2,2,4.0,50.0,54.0,,1569.0,1169.0,1569.0,,1169.0,,400.0,7.358830898342354,7.064759027791802,7.358830898342354,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,57.0,55_64,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,54.0,4.0,50.0,0,1,0,,1,0,1,0,0,0,0,1569.0,1169.0,1569.0,7.358830898342354,7.064759027791802,7.358830898342354,6.710289966641006,2.042555796030289,1569.0,1,0.7450605481198216,0,0,0,0,0
1,27.0,1,11,5, ,3,5,1, ,2,30,2,48.0,,48.0,,4000.0,4000.0,4501.0,4000.0,,,,8.294299608857235,8.294299608857235,8.412277021466677,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,27.0,25_34,1,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,4000.0,4000.0,4501.0,8.294299608857235,8.294299608857235,8.412277021466677,21.656081601231715,3.120428319254104,0.0,0,1.0,1,0,1,0,0
