C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,sexo_mujer,sexo_hombre,edad,grupo_edad,joven,adulto_mayor,jefe_hogar,conyuge,hijo_hogar,tiene_discapacidad,cantidad_limitaciones,lengua_materna_indigena,autoidentificacion_indigena,autoidentificacion_afro,autoidentificacion_mestizo,nivel_educativo_ord,educacion_basica_o_menos,secundaria_completa,superior_incompleta,superior_completa,universitaria_completa_o_mas,educacion_superior,brecha_educativa_baja,grupo_educativo,trabajador_independiente,trabajador_dependiente,empleador,trabajador_hogar,trabajador_familiar_no_remunerado,sector_publico,sector_privado,empresa_registrada_sunat,empresa_no_registrada_sunat,lleva_libros_contables,posible_informalidad,empresa_pequena,empresa_mediana_grande,busca_otro_empleo,horas_totales,horas_principal,horas_secundaria,trabaja_menos_35h,trabaja_mas_48h,sobrejornada,brecha_horas_normal,tiene_seguro_salud,tiene_essalud,tiene_sis,tiene_afp,tiene_snp,tiene_pension,proteccion_social_completa,ingreso_total,ingreso_principal,ingreso_laboral,ingreso_total_log,ingreso_principal_log,ingreso_laboral_log,ingreso_por_hora,ingreso_por_hora_log,ingreso_secundario_total,tiene_ingreso_secundario,proporcion_ingreso_principal,dependencia_ingreso_principal,bajo_ingreso_relativo,alto_ingreso_relativo,ingreso_cero,ingreso_outlier
1,37.0,1,6,5, ,2, ,3,2,1,1,2,58.0,,58.0,,1600.0,1600.0,1600.0,,1600.0,,,7.378383712996714,7.378383712996714,7.378383712996714,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,37.0,35_44,0,0,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,58.0,58.0,0.0,0,1,0,,1,0,1,0,0,0,0,1600.0,1600.0,1600.0,7.378383712996714,7.378383712996714,7.378383712996714,6.370948474954209,1.997546391944517,1600.0,1,1.0,1,0,0,0,0
2,34.0,2,6,5, ,3,5,3,2,1,2,2,20.0,,20.0,,1299.0,1299.0,1299.0,1299.0,,,,7.170119543449628,7.170119543449628,7.170119543449628,5,2,1,2,2,2,2,2,2,2,2,10,6,0,0,0,0,0,1,0,34.0,25_34,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,0,1,0,1,1,0,0,20.0,20.0,0.0,1,0,0,,1,0,1,0,0,0,0,1299.0,1299.0,1299.0,7.170119543449628,7.170119543449628,7.170119543449628,15.000000000000002,2.772588722239781,0.0,0,1.0,1,0,0,0,0
2,56.0,1,11,5, ,2, ,3,2,1,1,2,24.0,12.0,36.0,,575.0,425.0,575.0,,375.0,,150.0,6.356107660695892,6.054439346269371,6.356107660695892,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,56.0,55_64,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,1,0,0,0,0,0,0,0,1,0,1,1,0,0,36.0,24.0,12.0,0,0,0,,1,1,0,0,0,0,0,575.0,425.0,575.0,6.356107660695892,6.054439346269371,6.356107660695892,3.688734924300744,1.5451628071170276,525.0,1,0.7391304347826086,0,1,0,0,0
1,50.0,1,9,3, ,3,1, , ,5,9998,2,45.0,2.0,47.0,,5593.0,4093.0,5676.0,3400.0,,,1500.0,8.629449873761905,8.317277766221235,8.644178203170727,4,2,2,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0,1,50.0,45_54,0,0,1,0,0,0,0,0,0,1,0,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,47.0,45.0,2.0,0,0,0,,1,0,0,0,0,0,0,5593.0,4093.0,5676.0,8.629449873761905,8.317277766221235,8.644178203170727,27.8905213503022,3.3635135603624677,1500.0,1,0.7318076166636868,0,0,1,0,0
1,48.0,1,9,3, ,2, ,3,2,1,1,2,26.0,,26.0,,1300.0,1300.0,1300.0,,1300.0,,,7.170888478512505,7.170888478512505,7.170888478512505,5,2,1,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0,1,48.0,45_54,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,26.0,26.0,0.0,1,0,0,,1,0,1,0,0,0,0,1300.0,1300.0,1300.0,7.170888478512505,7.170888478512505,7.170888478512505,11.547344110854503,2.529509018549033,1300.0,1,1.0,1,0,0,0,0
1,20.0,3,6,5, ,2, ,3,2,1,1,1,30.0,,30.0,,982.0,982.0,982.0,,982.0,,,6.890609120147166,6.890609120147166,6.890609120147166,5,2,1,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0,1,20.0,14_24,1,0,0,0,1,0,0,0,0,1,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,1,30.0,30.0,0.0,1,0,0,,1,0,1,0,0,0,0,982.0,982.0,982.0,6.890609120147166,6.890609120147166,6.890609120147166,7.5596612779060814,2.1470606190326493,982.0,1,1.0,1,1,0,0,0
1,54.0,1,8,2, ,2, ,3,2,1,1,1,15.0,,15.0,,500.0,500.0,500.0,,500.0,,,6.2166061010848646,6.2166061010848646,6.2166061010848646,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,54.0,45_54,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,1,15.0,15.0,0.0,1,0,0,,1,0,1,0,0,0,0,500.0,500.0,500.0,6.2166061010848646,6.2166061010848646,6.2166061010848646,7.698229407236335,2.1631194885386464,500.0,1,1.0,1,1,0,0,0
2,20.0,3,8,2, ,7,5,1, ,2,50,2,32.0,,40.0,40.0,1200.0,1200.0,1200.0,1200.0,,,,7.090909822079984,7.090909822079984,7.090909822079984,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,20.0,14_24,1,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,0,0,0,0,0,1,1,0,0,0,1,0,0,40.0,32.0,0.0,0,0,0,0.0,1,0,1,0,0,0,0,1200.0,1200.0,1200.0,7.090909822079984,7.090909822079984,7.090909822079984,6.928406466512703,2.070452065455202,0.0,0,1.0,1,0,0,0,0
1,39.0,2,11,5, ,3,5,1, ,2,30,2,40.0,,40.0,,3925.0,3925.0,3925.0,3925.0,,,,8.275376374836407,8.275376374836407,8.275376374836407,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,39.0,35_44,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,3925.0,3925.0,3925.0,8.275376374836407,8.275376374836407,8.275376374836407,22.661662817551964,3.163856135774397,0.0,0,1.0,1,0,1,0,0
2,29.0,3,11,5, ,3,5,1, ,3,100,2,48.0,,48.0,,2000.0,2000.0,2249.0,2000.0,,,,7.601402334583733,7.601402334583733,7.718685495198466,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,29.0,25_34,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,2000.0,2000.0,2249.0,7.601402334583733,7.601402334583733,7.718685495198466,10.820823710546572,2.469862697413366,0.0,0,1.0,1,0,0,0,0
1,53.0,1,6,5, ,2, ,3,2,1,1,2,31.0,,31.0,,1099.0,1099.0,1099.0,,1099.0,,,7.003065458786462,7.003065458786462,7.003065458786462,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,53.0,45_54,0,0,1,0,0,0,0,1,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,31.0,31.0,0.0,1,0,0,,1,0,1,0,0,0,0,1099.0,1099.0,1099.0,7.003065458786462,7.003065458786462,7.003065458786462,8.187439469567162,2.2178372761708203,1099.0,1,1.0,1,0,0,0,0
1,65.0,2,8,1, ,2, ,3,2,1,1,2,44.0,,44.0,,1200.0,1200.0,1200.0,,1200.0,,,7.090909822079984,7.090909822079984,7.090909822079984,1,1,2,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,65.0,65_mas,0,1,0,1,0,0,0,1,1,0,0,8,0,0,0,1,0,1,0,Superior no universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,44.0,44.0,0.0,0,0,0,,1,1,0,1,0,1,1,1200.0,1200.0,1200.0,7.090909822079984,7.090909822079984,7.090909822079984,6.298551333193365,1.987675880953275,1200.0,1,1.0,1,0,0,0,0
1,52.0,2,4, ,6,3,5,3,2,1,4,2,45.0,,45.0,,1516.0,1516.0,1516.0,1516.0,,,,7.324489979348532,7.324489979348532,7.324489979348532,1,1,2,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0,1,52.0,45_54,0,0,0,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,1,Primaria,0,1,0,0,0,0,1,0,1,0,1,1,0,0,45.0,45.0,0.0,0,0,0,,1,1,0,0,0,0,0,1516.0,1516.0,1516.0,7.324489979348532,7.324489979348532,7.324489979348532,7.780343854246857,2.172515570234017,0.0,0,1.0,1,0,0,0,0
1,39.0,1,6,5, ,2, ,3,2,1,3,1,32.0,,48.0,48.0,2000.0,2000.0,2000.0,,2000.0,,,7.601402334583733,7.601402334583733,7.601402334583733,5,2,1,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,39.0,35_44,0,0,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,1,48.0,32.0,0.0,0,0,0,0.0,1,0,1,1,0,1,1,2000.0,2000.0,2000.0,7.601402334583733,7.601402334583733,7.601402334583733,9.62278675904542,2.363001388080955,2000.0,1,1.0,1,0,0,0,0
1,56.0,2,6,5, ,6, , , ,1,1,2,77.0,,77.0,,1800.0,1800.0,1800.0,1000.0,,,,7.496097345175956,7.496097345175956,7.496097345175956,5,2,1,2,2,2,2,2,2,2,2,10,3,0,0,0,0,0,0,1,56.0,55_64,0,0,0,1,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,0,1,0,0,0,0,0,0,1,0,0,77.0,77.0,0.0,0,1,1,,1,0,1,0,0,0,0,1800.0,1800.0,1800.0,7.496097345175956,7.496097345175956,7.496097345175956,5.398758285594313,1.8561039536658344,0.0,0,1.0,1,0,0,0,0
2,50.0,2,6,5, ,2, ,3,2,1,2,2,70.0,,70.0,,984.0,984.0,984.0,,534.0,,,6.892641641172089,6.892641641172089,6.892641641172089,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,50.0,45_54,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,70.0,70.0,0.0,0,1,1,,1,1,0,0,0,0,0,984.0,984.0,984.0,6.892641641172089,6.892641641172089,6.892641641172089,3.24645331573738,1.4460841205915744,534.0,1,1.0,1,1,0,0,0
1,53.0,3,9,3, ,2, ,2,2,1,1,2,64.0,,64.0,,2340.0,2340.0,2340.0,,2340.0,,,7.75833346749091,7.75833346749091,7.75833346749091,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,53.0,45_54,0,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,1,0,0,0,1,0,0,64.0,64.0,0.0,0,1,1,,1,0,1,1,0,1,1,2340.0,2340.0,2340.0,7.75833346749091,7.75833346749091,7.75833346749091,8.443995381062356,2.245379130136145,2340.0,1,1.0,1,0,0,0,0
2,42.0,3,11,5, ,4, ,3,2,1,3, ,48.0,,48.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,42.0,35_44,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,0,0,1,0,0,0,0,1,0,1,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,,,,,,,,,0.0,0,,0,0,0,0,0
2,42.0,7,6,5, ,6, , , ,1,1,2,48.0,,48.0,,2044.0,2044.0,2160.0,1602.0,,,,7.623153068476902,7.623153068476902,7.678326356506885,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1,0,42.0,35_44,0,0,0,0,0,0,0,1,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,0,1,0,0,0,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,2044.0,2044.0,2160.0,7.623153068476902,7.623153068476902,7.678326356506885,10.392609699769054,2.4329648732312483,0.0,0,1.0,1,0,0,0,0
2,40.0,2,8,2, ,3,5,1, ,1,16,2,15.0,,15.0,,779.0,779.0,779.0,779.0,,,,6.659293919683638,6.659293919683638,6.659293919683638,1,1,2,2,2,2,2,2,2,2,2,10,6,0,0,0,0,0,1,0,40.0,35_44,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,15.0,15.0,0.0,1,0,0,,1,1,0,0,0,0,0,779.0,779.0,779.0,6.659293919683638,6.659293919683638,6.659293919683638,11.99384141647421,2.564475508018328,0.0,0,1.0,1,1,0,0,0
1,22.0,1,6,5, ,3,5,1, ,3,55,1,24.0,,24.0,,650.0,650.0,650.0,650.0,,,,6.478509642208569,6.478509642208569,6.478509642208569,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,22.0,14_24,1,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,1,24.0,24.0,0.0,1,0,0,,1,0,1,1,0,1,1,650.0,650.0,650.0,6.478509642208569,6.478509642208569,6.478509642208569,6.254811393379523,1.9816648892207684,0.0,0,1.0,1,1,0,0,0
1,57.0,1,9,3, ,1, ,2,1,1,3,2,45.0,,45.0,,8000.0,8000.0,8000.0,,8000.0,,,8.987321812850125,8.987321812850125,8.987321812850125,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0,1,57.0,55_64,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,0,1,0,0,0,0,1,0,1,0,1,0,0,45.0,45.0,0.0,0,0,0,,0,0,0,0,0,0,0,8000.0,8000.0,8000.0,8.987321812850125,8.987321812850125,8.987321812850125,41.05722350526046,3.739031155381887,8000.0,1,1.0,1,0,1,0,1
1,19.0,3,4, ,6,3,5,1, ,1,6,2,48.0,,48.0,,1516.0,1516.0,1516.0,1516.0,,,,7.324489979348532,7.324489979348532,7.324489979348532,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,19.0,14_24,1,0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,Primaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,1516.0,1516.0,1516.0,7.324489979348532,7.324489979348532,7.324489979348532,7.2940723633564275,2.11554108656988,0.0,0,1.0,1,0,0,0,0
2,23.0,3,10,4, ,3,5,2,2,1,5,1,20.0,,20.0,,550.0,550.0,550.0,550.0,,,,6.311734809152915,6.311734809152915,6.311734809152915,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,23.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,1,20.0,20.0,0.0,1,0,0,,1,0,1,0,0,0,0,550.0,550.0,550.0,6.311734809152915,6.311734809152915,6.311734809152915,6.351039260969977,1.994841699279603,0.0,0,1.0,1,1,0,0,0
2,42.0,1,11,5, ,3,5,1, ,1,12,2,72.0,,72.0,50.0,2500.0,2500.0,2500.0,2500.0,,,,7.824445930877619,7.824445930877619,7.824445930877619,6,2,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,42.0,35_44,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,72.0,72.0,0.0,0,1,1,-22.0,0,0,0,1,0,1,0,2500.0,2500.0,2500.0,7.824445930877619,7.824445930877619,7.824445930877619,8.018988965871182,2.199332239751309,0.0,0,1.0,1,0,0,0,0
1,29.0,3,11,5, ,3,5,1, ,5,1000,2,40.0,,40.0,,1125.0,1125.0,1588.0,1125.0,,,,7.026426808699636,7.026426808699636,7.370860166536716,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,29.0,25_34,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,1125.0,1125.0,1588.0,7.026426808699636,7.026426808699636,7.370860166536716,9.168591224018476,2.319303677753264,0.0,0,1.0,1,0,0,0,0
1,69.0,3,11,5, ,3,5,1, ,4,150,2,0.0,,48.0,48.0,8000.0,8000.0,9417.0,8000.0,,,,8.987321812850125,8.987321812850125,9.1503780308035,3,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0,1,69.0,65_mas,0,1,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,0.0,0.0,0,0,0,0.0,1,1,0,0,0,0,0,8000.0,8000.0,9417.0,8.987321812850125,8.987321812850125,9.1503780308035,45.30889145496536,3.835333982718902,0.0,0,1.0,1,0,1,0,1
1,43.0,7,5,2, ,3,5,2,2,1,8,2,18.0,,18.0,,1208.0,1208.0,1225.0,1039.0,,,,7.097548850614793,7.097548850614793,7.111512116496157,6,2,2,2,2,2,2,2,2,2,2,1,7,0,0,0,0,0,0,1,43.0,35_44,0,0,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,1,0,0,0,1,0,0,18.0,18.0,0.0,1,0,0,,0,0,0,0,0,0,0,1208.0,1208.0,1225.0,7.097548850614793,7.097548850614793,7.111512116496157,15.71721837310752,2.8164392285715576,0.0,0,1.0,1,0,0,0,0
1,55.0,1,6,5, ,3,5,1, ,4,420,2,66.0,6.0,72.0,,2460.0,1860.0,2765.0,1560.0,,,600.0,7.808323050391055,7.528869256642251,7.925157512224703,1,1,2,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,55.0,55_64,0,0,1,0,0,0,0,1,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,72.0,66.0,6.0,0,1,1,,1,1,0,1,0,1,1,2460.0,1860.0,2765.0,7.808323050391055,7.528869256642251,7.925157512224703,8.869001796253528,2.289398713199533,600.0,1,0.7560975609756098,0,0,0,0,0
2,20.0,7,10,4, ,7,2, , ,5,9998,2,32.0,,32.0,30.0,1025.0,1025.0,1025.0,1025.0,,,,6.933423025730715,6.933423025730715,6.933423025730715,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1,0,20.0,14_24,1,0,0,0,0,0,0,0,1,0,0,10,0,0,0,1,1,1,0,Superior universitaria,0,0,0,0,0,1,0,0,0,0,0,0,1,0,32.0,32.0,0.0,1,0,0,-2.0,1,0,1,0,0,0,0,1025.0,1025.0,1025.0,6.933423025730715,6.933423025730715,6.933423025730715,7.397517321016166,2.1279361051417984,0.0,0,1.0,1,0,0,0,0
1,35.0,3,11,5, ,2, ,2,2,1,1,2,36.0,,36.0,,4000.0,4000.0,4000.0,,4000.0,,,8.294299608857235,8.294299608857235,8.294299608857235,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,35.0,35_44,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,1,0,0,0,0,0,0,1,0,0,0,1,0,0,36.0,36.0,0.0,0,0,0,,1,1,0,0,1,1,1,4000.0,4000.0,4000.0,8.294299608857235,8.294299608857235,8.294299608857235,25.660764690787783,3.2831929974145218,4000.0,1,1.0,1,0,1,0,0
1,29.0,3,11,5, ,3,5,2,2,1,2,2,44.0,,44.0,,1500.0,1500.0,1500.0,1500.0,,,,7.313886831633462,7.313886831633462,7.313886831633462,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,29.0,25_34,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,44.0,44.0,0.0,0,0,0,,1,0,1,0,0,0,0,1500.0,1500.0,1500.0,7.313886831633462,7.313886831633462,7.313886831633462,7.873189166491707,2.1830342769645816,0.0,0,1.0,1,0,0,0,0
1,24.0,3,10,3, ,3,5,2,1,3,100,2,48.0,,48.0,,1025.0,1025.0,1025.0,1025.0,,,,6.933423025730715,6.933423025730715,6.933423025730715,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,24.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,1,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,1025.0,1025.0,1025.0,6.933423025730715,6.933423025730715,6.933423025730715,4.931678214010778,1.780307177020577,0.0,0,1.0,1,0,0,0,0
1,39.0,1,9,3, ,3,5,1, ,5,9998,2,48.0,,48.0,,3500.0,3500.0,4376.0,3500.0,,,,8.160803920954665,8.160803920954665,8.384118837190895,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,39.0,35_44,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,3500.0,3500.0,4376.0,8.160803920954665,8.160803920954665,8.384118837190895,21.054657428791376,3.093523800849165,0.0,0,1.0,1,0,1,0,0
2,64.0,1,6,5, ,2, ,3,2,1,1,2,63.0,,63.0,,1317.0,1317.0,1317.0,,1317.0,,,7.183870715062453,7.183870715062453,7.183870715062453,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1,0,64.0,55_64,0,0,1,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,63.0,63.0,0.0,0,1,1,,1,0,1,0,0,0,0,1317.0,1317.0,1317.0,7.183870715062453,7.183870715062453,7.183870715062453,4.827889585395359,1.7626549426139146,1317.0,1,1.0,1,0,0,0,0
1,38.0,1,6,5, ,3,5,1, ,1,6,2,56.0,,56.0,,1083.0,1083.0,1083.0,1083.0,,,,6.988413181999592,6.988413181999592,6.988413181999592,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,38.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,56.0,56.0,0.0,0,1,0,,1,0,1,0,0,0,0,1083.0,1083.0,1083.0,6.988413181999592,6.988413181999592,6.988413181999592,4.466347740019796,1.6986107042199037,0.0,0,1.0,1,0,0,0,0
2,54.0,1,5,2, ,3,5,2,2,1,3,2,12.0,,24.0,24.0,303.0,303.0,303.0,303.0,,,,5.717027701406222,5.717027701406222,5.717027701406222,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1,0,54.0,45_54,0,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,1,0,0,0,1,0,0,24.0,12.0,0.0,1,0,0,0.0,1,0,1,0,0,0,0,303.0,303.0,303.0,5.717027701406222,5.717027701406222,5.717027701406222,2.915704387990762,1.3649952335632034,0.0,0,1.0,1,1,0,0,0
2,44.0,1,8,2, ,3,4,1, ,4,500,2,72.0,,72.0,,1500.0,1500.0,1875.0,1500.0,,,,7.313886831633462,7.313886831633462,7.53689712956617,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,44.0,35_44,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,0,1,0,0,0,0,1,0,72.0,72.0,0.0,0,1,1,,1,1,0,1,0,1,1,1500.0,1500.0,1875.0,7.313886831633462,7.313886831633462,7.53689712956617,6.014241724403387,1.9479426142555103,0.0,0,1.0,1,0,0,0,0
1,45.0,1,8,1, ,3,5,1, ,4,200,2,78.0,,78.0,,2500.0,2500.0,2666.0,2500.0,,,,7.824445930877619,7.824445930877619,7.888709524182015,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,45.0,45_54,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,78.0,78.0,0.0,0,1,1,,1,1,0,0,0,0,0,2500.0,2500.0,2666.0,7.824445930877619,7.824445930877619,7.888709524182015,7.893645999881565,2.1853370891692783,0.0,0,1.0,1,0,0,0,0
2,68.0,7,8,1, ,6, , , ,1,1,2,36.0,,36.0,,819.0,819.0,835.0,390.0,,,,6.709304340258298,6.709304340258298,6.728628613084702,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,68.0,65_mas,0,1,0,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,0,0,0,1,0,0,0,0,0,0,1,0,0,36.0,36.0,0.0,0,0,0,,1,0,1,0,0,0,0,819.0,819.0,835.0,6.709304340258298,6.709304340258298,6.728628613084702,5.356684629201951,1.8495069567192424,0.0,0,1.0,1,1,0,0,0
1,75.0,7,4,5, ,2, ,3,2,1,1,2,30.0,,30.0,,500.0,500.0,500.0,,500.0,,,6.2166061010848646,6.2166061010848646,6.2166061010848646,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,75.0,65_mas,0,1,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,Primaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,30.0,30.0,0.0,1,0,0,,1,0,1,0,0,0,0,500.0,500.0,500.0,6.2166061010848646,6.2166061010848646,6.2166061010848646,3.849114703618168,1.5787961529513297,500.0,1,1.0,1,1,0,0,0
