C318_T,INGTOT_log,INGTRABW_log,INGTOT,ingtrabw,C335_1,C335_2,busca_otro_empleo,I342,trabaja_menos_35h,INGTOTP,ingreso_por_hora_log,ingreso_secundario_total,ingreso_por_hora,C377,SEGURO1,INGTOTP_log,C208,horas_secundaria,I339_1,tiene_pension,C207,whoraT,tiene_sis,C361_5,C328_T,C366,grupo_edad_35_44,jefe_hogar,C311_ ,empresa_registrada_sunat,tiene_seguro_salud,proteccion_social_completa
6.0,7.170119543449628,7.170119543449628,1299.0,1299.0,True,False,1,1299.0,1,1299.0,3.9318256327243257,1299.0,50.0,7,5,7.170119543449628,53.0,0.0,1500.0,1,2,6.0,1,1,10.0,6,False,0,True,0,1,1
36.0,7.901377353792616,7.928766321626695,2700.0,2775.0,False,True,0,1160.0,0,2700.0,2.9339715177441144,0.0,17.802155504234026,7,1,7.901377353792616,61.0,0.0,2700.0,1,1,36.0,0,2,10.0,6,False,1,False,0,1,1
61.0,8.016977746762262,8.016977746762262,3031.0,3031.0,False,True,0,1160.0,0,3031.0,2.5237594936883747,0.0,11.475409836065571,7,5,8.016977746762262,50.0,0.0,3031.0,1,1,61.0,1,1,10.0,8,False,1,False,1,1,1
84.0,8.412054873292933,8.635153989049803,4500.0,5625.0,False,True,0,1160.0,0,4500.0,2.801248637934461,0.0,15.46519300560871,7,1,8.412054873292933,29.0,0.0,4500.0,1,2,84.0,0,2,10.0,11,False,0,False,1,1,1
40.0,8.160803920954665,8.188966863648876,3500.0,3600.0,False,True,0,1160.0,0,3500.0,3.081231730647364,0.0,20.785219399538107,7,4,8.160803920954665,34.0,0.0,3500.0,0,1,40.0,0,2,10.0,9,False,1,False,0,1,0
6.0,6.061456918928017,6.061456918928017,428.0,428.0,False,True,0,428.0,1,428.0,2.8607261329651026,428.0,16.474210931485757,7,5,6.061456918928017,20.0,0.0,1500.0,0,1,6.0,1,1,10.0,6,False,0,True,0,1,0
90.0,7.427144133408616,7.427144133408616,1680.0,1680.0,False,True,0,1680.0,0,1680.0,1.6697817358755092,1680.0,4.311008468052348,1,6,7.427144133408616,63.0,0.0,1500.0,0,1,90.0,0,2,10.0,6,False,1,True,0,0,0
18.0,7.471363088187097,7.471363088187097,1756.0,1756.0,True,False,1,1160.0,1,1756.0,3.1582826369944605,0.0,22.53015139851168,7,5,7.471363088187097,19.0,0.0,1600.0,0,1,18.0,1,1,10.0,6,False,0,False,1,1,0
42.0,6.933423025730715,6.933423025730715,1025.0,1025.0,False,True,0,1160.0,0,1025.0,1.8925400640144023,0.0,5.6362036731551735,7,1,6.933423025730715,35.0,0.0,1025.0,1,2,42.0,0,2,10.0,8,True,0,False,1,1,1
0.0,7.313886831633462,7.346655163176539,1500.0,1550.0,False,True,0,1160.0,1,1500.0,2.5597246231396147,0.0,11.93225558121632,1,1,7.313886831633462,60.0,0.0,1500.0,1,2,30.0,0,2,10.0,11,False,1,False,0,1,1
40.0,7.170119543449628,7.219642040130735,1299.0,1365.0,False,True,0,1160.0,0,1299.0,2.1839211844946185,0.0,7.881062355658199,7,5,7.170119543449628,49.0,0.0,1299.0,1,1,40.0,1,1,10.0,5,False,0,False,1,1,1
56.0,7.601402334583733,7.601402334583733,2000.0,2000.0,True,False,1,2000.0,0,2000.0,2.224418442526018,2000.0,8.248102936324644,7,5,7.601402334583733,32.0,0.0,1500.0,0,1,56.0,1,1,10.0,11,False,0,True,1,1,0
48.0,7.090909822079984,7.090909822079984,1200.0,1200.0,False,True,0,1200.0,0,1200.0,1.9130433409749608,1200.0,5.773672055427252,7,5,7.090909822079984,68.0,0.0,1500.0,1,1,48.0,1,1,10.0,3,False,1,True,0,1,1
7.0,6.440946540632921,6.440946540632921,626.0,626.0,False,True,0,1160.0,1,626.0,3.075155547228213,0.0,20.65324975255691,7,5,6.440946540632921,25.0,0.0,500.0,0,2,7.0,1,1,10.0,11,False,0,False,1,1,0
48.0,7.00397413672268,7.00397413672268,1100.0,1100.0,False,True,0,1160.0,0,1100.0,1.839363647453623,0.0,5.29253271747498,7,5,7.00397413672268,29.0,0.0,1100.0,0,1,48.0,1,1,10.0,11,False,0,False,1,1,0
40.0,8.486940148245216,8.486940148245216,4850.0,4850.0,False,True,0,4850.0,0,4850.0,3.367375463671565,4850.0,28.002309468822173,7,1,8.486940148245216,63.0,0.0,1500.0,1,1,40.0,0,2,10.0,11,False,1,True,0,1,1
8.0,6.280395838960195,6.280395838960195,533.0,533.0,True,False,1,433.0,0,433.0,1.1385770232761818,533.0,2.122322210719121,1,5,6.073044534100405,59.0,50.0,1500.0,0,2,58.0,1,1,50.0,5,False,1,True,0,1,0
45.0,9.210440366976515,9.433483923290392,10000.0,12499.0,False,True,0,1160.0,0,10000.0,4.17664287140561,0.0,64.14677957403131,7,3,9.210440366976515,69.0,0.0,10000.0,1,1,45.0,0,2,10.0,11,False,1,False,1,1,1
45.0,7.324489979348532,7.378383712996714,1516.0,1600.0,False,False,0,1160.0,0,1500.0,2.2356521241841425,0.0,8.352578906851424,7,6,7.313886831633462,29.0,0.0,1500.0,0,1,45.0,0,2,10.0,6,False,0,True,0,0,0
79.0,7.797291273547472,7.797291273547472,2433.0,2433.0,False,True,0,2000.0,0,2433.0,2.09341585660619,2000.0,7.112579296635192,7,6,7.797291273547472,39.0,0.0,1500.0,0,2,79.0,0,2,10.0,9,True,1,True,1,0,0
12.0,5.602118820879701,5.602118820879701,270.0,270.0,False,True,0,120.0,1,120.0,1.4153148898606505,270.0,3.117782909930716,7,1,4.795790545596741,75.0,8.0,1500.0,0,2,20.0,0,2,8.0,4,False,0,True,0,1,0
60.0,7.678326356506885,7.678326356506885,2160.0,2160.0,False,True,0,1160.0,0,2100.0,2.202310663517981,60.0,8.045891380466363,7,5,7.650168700845001,23.0,2.0,2100.0,0,1,62.0,1,1,2.0,6,False,1,False,1,1,0
5.0,6.2166061010848646,6.2166061010848646,500.0,500.0,True,False,1,200.0,1,500.0,2.529509018549033,200.0,11.547344110854503,7,5,6.2166061010848646,62.0,0.0,1500.0,1,1,10.0,1,1,10.0,9,False,1,True,0,1,1
18.0,6.2166061010848646,6.2166061010848646,500.0,500.0,False,True,0,120.0,1,250.0,1.663318738148155,370.0,4.276794115131298,6,5,5.525452939131784,24.0,9.0,1500.0,0,2,27.0,1,1,9.0,6,False,0,True,0,1,0
32.0,6.746412128573375,6.746412128573375,850.0,850.0,False,True,0,850.0,1,850.0,1.96494589398181,850.0,6.134526558891455,7,6,6.746412128573375,27.0,0.0,1500.0,0,2,32.0,0,2,10.0,11,False,0,True,1,0,0
48.0,7.1592919047975645,7.1592919047975645,1285.0,1285.0,False,True,0,1160.0,0,1285.0,1.9366293399808403,0.0,5.935334872979214,7,1,7.1592919047975645,24.0,0.0,1025.0,1,1,50.0,0,2,10.0,10,False,0,False,1,1,1
50.0,7.378383712996714,7.588829878307813,1600.0,1975.0,False,True,0,1160.0,0,1500.0,2.279474103378809,100.0,8.77154023805294,5,1,7.313886831633462,44.0,2.0,1500.0,1,1,52.0,0,2,2.0,6,True,1,False,1,1,1
25.0,6.865891074883439,6.865891074883439,958.0,958.0,False,True,0,698.0,1,958.0,2.125239587750483,698.0,7.374903772132409,7,1,6.865891074883439,64.0,0.0,1500.0,0,2,30.0,0,2,10.0,6,False,0,True,1,1,0
32.0,7.170119543449628,7.170119543449628,1299.0,1299.0,False,True,0,1160.0,1,1299.0,2.339399066116762,0.0,9.375,1,5,7.170119543449628,56.0,0.0,1299.0,0,1,32.0,1,1,10.0,6,False,0,False,0,1,0
40.0,7.824445930877619,7.844240718141811,2500.0,2550.0,False,True,0,1160.0,0,2500.0,2.75511594225072,0.0,14.722863741339491,7,1,7.824445930877619,41.0,0.0,2500.0,1,1,40.0,0,2,10.0,11,True,0,False,0,1,1
24.0,7.090909822079984,7.090909822079984,1200.0,1200.0,False,True,0,1200.0,1,1200.0,2.326094106742564,1200.0,9.237875288683602,1,6,7.090909822079984,45.0,0.0,1500.0,0,1,30.0,0,2,10.0,6,False,0,True,1,0,0
5.0,5.37989735354046,5.37989735354046,216.0,216.0,False,True,0,1160.0,1,216.0,2.39579354861152,0.0,9.976905311778292,7,5,5.37989735354046,44.0,0.0,173.0,0,2,5.0,1,1,10.0,6,True,0,True,0,1,0
60.0,7.244941546337007,7.244941546337007,1400.0,1400.0,False,True,0,1160.0,0,1400.0,1.8545402879278483,0.0,5.388760585065435,7,5,7.244941546337007,55.0,0.0,1400.0,1,1,60.0,1,1,10.0,6,False,1,False,1,1,1
55.0,7.824445930877619,7.850882664809852,2500.0,2567.0,False,True,0,1160.0,0,2500.0,2.4663115652159693,0.0,10.778920848204912,7,1,7.824445930877619,36.0,0.0,2500.0,1,2,55.0,0,2,10.0,12,True,0,False,1,1,1
49.0,7.170888478512505,7.170888478512505,1300.0,1300.0,False,True,0,150.0,0,800.0,1.6428483675772,650.0,4.169874262253015,9,5,6.68586094706836,62.0,23.0,1500.0,0,2,72.0,1,1,23.0,9,False,1,True,0,1,0
55.0,8.502891406705377,8.502891406705377,4928.0,4928.0,False,True,0,4928.0,0,4928.0,3.0769822819920254,4928.0,20.69284064665127,7,1,8.502891406705377,46.0,0.0,1500.0,0,1,55.0,0,2,10.0,5,False,0,True,0,1,0
42.0,6.566672429803241,6.566672429803241,710.0,710.0,False,True,0,590.0,0,710.0,1.590072009291551,590.0,3.904102056526999,7,5,6.566672429803241,60.0,0.0,1500.0,0,2,42.0,1,1,10.0,6,False,0,True,0,1,0
60.0,6.765038976780541,6.765038976780541,866.0,866.0,False,True,0,1160.0,0,866.0,1.466337068793427,0.0,3.333333333333333,7,5,6.765038976780541,62.0,0.0,866.0,0,2,60.0,1,1,10.0,6,False,0,False,1,1,0
63.0,7.244941546337007,7.244941546337007,1400.0,1400.0,False,True,0,1400.0,0,1400.0,1.813545901689668,1400.0,5.132152938157557,7,5,7.244941546337007,53.0,0.0,1500.0,0,2,63.0,1,1,10.0,11,False,0,True,0,1,0
96.0,7.540621528657152,7.540621528657152,1882.0,1882.0,False,True,0,1160.0,0,1882.0,1.7097394637070091,0.0,4.5275211701308695,7,6,7.540621528657152,64.0,0.0,1732.0,0,2,96.0,0,2,10.0,3,False,0,False,0,0,0
19.0,7.762596048540069,7.762596048540069,2350.0,2350.0,False,True,0,2350.0,1,2350.0,3.3865737354798258,2350.0,28.564482800534822,6,2,7.762596048540069,28.0,0.0,1500.0,1,2,19.0,0,2,10.0,11,False,0,True,1,1,1
30.0,7.824445930877619,7.857093864902493,2500.0,2583.0,False,True,0,1160.0,1,2500.0,3.03900852873799,0.0,19.88452655889145,7,1,7.824445930877619,58.0,0.0,2500.0,1,2,30.0,0,2,10.0,12,False,1,False,0,1,1
46.0,7.313886831633462,7.399398083331354,1500.0,1634.0,False,True,0,1160.0,0,1500.0,2.219598504187607,0.0,8.20363490310272,7,1,7.313886831633462,37.0,0.0,1500.0,1,2,46.0,0,2,10.0,11,True,1,False,1,1,1
48.0,6.933423025730715,7.050122520269059,1025.0,1152.0,False,True,0,1160.0,0,1025.0,1.8783537718280268,0.0,5.542725173210162,7,1,6.933423025730715,29.0,0.0,1025.0,1,2,48.0,0,2,10.0,6,False,0,False,1,1,1
50.0,7.680637427560936,7.680637427560936,2165.0,2165.0,False,True,0,1160.0,0,2165.0,2.3978952727983707,0.0,10.0,7,5,7.680637427560936,39.0,0.0,2165.0,1,1,50.0,1,1,10.0,6,True,1,False,1,1,1
56.0,7.370860166536716,7.370860166536716,1588.0,1588.0,False,True,0,1288.0,0,1588.0,1.8308511652694697,1288.0,5.239194985153414,7,5,7.370860166536716,68.0,0.0,1500.0,1,2,70.0,1,1,10.0,5,False,1,True,1,1,1
35.0,7.324489979348532,7.378383712996714,1516.0,1600.0,False,False,0,1160.0,0,1500.0,2.2356521241841425,0.0,8.352578906851424,7,5,7.313886831633462,65.0,0.0,1500.0,0,2,35.0,1,1,10.0,4,False,0,True,0,1,0
40.0,8.006700845440367,8.229777750081887,3000.0,3750.0,False,True,0,1160.0,0,3000.0,3.120215930173503,0.0,21.6512702078522,7,1,8.006700845440367,25.0,0.0,3000.0,1,2,40.0,0,2,10.0,11,False,0,False,1,1,1
65.0,7.095064377287131,7.2868764117507,1205.0,1460.0,False,True,0,1160.0,0,1205.0,1.822518566602431,0.0,5.187422277491562,7,1,7.095064377287131,42.0,0.0,1205.0,1,2,65.0,0,2,10.0,5,True,1,False,1,1,1
54.0,7.065613363597717,7.065613363597717,1170.0,1170.0,False,True,0,1170.0,0,1170.0,1.7924007826598984,1170.0,5.003849114703618,7,5,7.065613363597717,53.0,0.0,1500.0,1,1,54.0,1,1,10.0,8,False,1,True,0,1,1
40.0,8.160803920954665,8.281723990411392,3500.0,3950.0,False,True,0,1160.0,0,3500.0,3.169937843769766,0.0,22.80600461893765,6,1,8.160803920954665,25.0,0.0,3500.0,1,1,40.0,0,2,10.0,11,False,1,False,1,1,1
12.0,6.073044534100405,6.073044534100405,433.0,433.0,False,True,0,1160.0,1,433.0,2.2335922215070942,0.0,8.333333333333334,7,1,6.073044534100405,61.0,0.0,433.0,1,2,12.0,0,2,10.0,9,False,0,True,0,1,1
60.0,7.332369205929062,7.332369205929062,1528.0,1528.0,False,True,0,1478.0,0,1528.0,1.928828988417253,1478.0,5.88144726712856,7,5,7.332369205929062,49.0,0.0,1500.0,0,1,60.0,1,1,10.0,6,False,0,True,0,1,0
29.0,4.962844630259907,4.962844630259907,142.0,142.0,True,False,1,142.0,1,142.0,0.7565178423453532,142.0,1.130843354304372,1,5,4.962844630259907,51.0,0.0,1500.0,0,2,29.0,1,1,10.0,5,False,0,True,0,1,0
48.0,7.414572881350589,7.414572881350589,1659.0,1659.0,False,True,0,1160.0,0,1659.0,2.195233887964741,0.0,7.982101616628175,7,5,7.414572881350589,46.0,0.0,1299.0,1,1,48.0,1,1,10.0,5,False,1,False,1,1,1
12.0,6.779921907472252,6.779921907472252,879.0,879.0,False,True,0,780.0,1,879.0,2.8857421199974227,780.0,16.916859122401846,7,5,6.779921907472252,52.0,0.0,1500.0,0,2,12.0,1,1,10.0,6,False,0,True,0,1,0
70.0,7.324489979348532,7.329749689041512,1516.0,1524.0,False,True,0,1160.0,0,1516.0,1.7964225053538625,0.0,5.028043549983504,6,5,7.324489979348532,50.0,0.0,1516.0,0,1,70.0,1,1,10.0,6,False,1,False,0,1,0
45.0,7.496097345175956,7.541683099882111,1800.0,1884.0,False,True,0,1160.0,0,1800.0,2.367340103398203,0.0,9.66897613548884,7,1,7.496097345175956,32.0,0.0,1800.0,1,2,45.0,0,2,10.0,6,False,1,False,1,1,1
44.0,7.79934339821592,7.79934339821592,2438.0,2438.0,False,True,0,2438.0,0,2438.0,2.624419053200312,2438.0,12.796556791937851,7,5,7.79934339821592,48.0,0.0,1500.0,0,1,44.0,1,1,10.0,6,False,1,True,0,1,0
40.0,8.006700845440367,8.262558973010657,3000.0,3875.0,False,True,0,1160.0,0,3000.0,3.1515806207331,0.0,22.372979214780603,7,1,8.006700845440367,29.0,0.0,3000.0,1,2,40.0,0,2,10.0,11,False,0,False,1,1,1
74.0,6.1224928095143865,6.1224928095143865,455.0,455.0,False,True,0,440.0,0,455.0,0.8837721828246483,440.0,1.4200112352537295,1,1,6.1224928095143865,66.0,0.0,1500.0,1,1,74.0,0,2,10.0,11,False,1,True,0,1,1
48.0,7.591357046698551,7.591357046698551,1980.0,1980.0,False,True,0,1980.0,0,1980.0,2.35390148180314,1980.0,9.526558891454965,7,6,7.591357046698551,26.0,0.0,1500.0,0,1,48.0,0,2,10.0,6,False,0,True,0,0,0
18.0,7.170119543449628,7.170119543449628,1299.0,1299.0,True,False,1,1160.0,0,1299.0,1.8495790401168808,0.0,5.357142857142857,7,5,7.170119543449628,68.0,0.0,1299.0,0,1,56.0,1,1,10.0,6,False,1,False,0,1,0
51.0,9.105090961257083,9.33485624667375,9000.0,11325.0,False,True,0,1160.0,0,9000.0,3.9566864370599193,0.0,51.28379296291264,7,1,9.105090961257083,40.0,0.0,9000.0,1,1,51.0,0,2,10.0,11,True,0,False,1,1,1
16.0,6.598509028614515,6.598509028614515,733.0,733.0,False,True,0,1160.0,1,693.0,2.2935128255397155,40.0,8.909687613954054,7,5,6.542471960506805,47.0,3.0,606.0,0,2,19.0,1,1,3.0,6,False,1,True,0,1,0
16.0,6.542471960506805,6.542471960506805,693.0,693.0,True,False,1,1160.0,0,693.0,1.6096688326521915,0.0,4.001154734411085,1,5,6.542471960506805,37.0,0.0,693.0,0,1,40.0,1,1,10.0,5,True,1,False,1,1,0
48.0,7.741099090035366,7.741099090035366,2300.0,2300.0,True,False,1,1160.0,0,2300.0,2.4904085509422105,0.0,11.066204772902232,5,1,7.741099090035366,38.0,0.0,2300.0,1,1,48.0,0,2,10.0,9,True,1,False,1,1,1
40.0,7.601402334583733,7.601402334583733,2000.0,2000.0,False,True,0,2000.0,0,2000.0,2.529509018549033,2000.0,11.547344110854503,1,5,7.601402334583733,32.0,0.0,1500.0,0,1,40.0,1,1,10.0,6,False,0,True,0,1,0
48.0,6.933423025730715,6.933423025730715,1025.0,1025.0,True,False,1,1160.0,0,1025.0,1.780307177020577,0.0,4.931678214010778,7,1,6.933423025730715,21.0,0.0,1025.0,1,1,48.0,0,2,10.0,10,False,0,False,1,1,1
3.0,6.933423025730715,7.155396301896734,1025.0,1280.0,False,True,0,1160.0,1,1025.0,2.3845091351947616,0.0,9.85373364126251,7,3,6.933423025730715,49.0,0.0,1025.0,1,2,30.0,0,2,10.0,8,False,0,False,1,1,1
72.0,7.390798521735676,7.416378479192928,1620.0,1662.0,False,True,0,1160.0,0,1620.0,1.8454619710243467,0.0,5.331023864511162,7,1,7.390798521735676,23.0,0.0,1500.0,1,1,72.0,0,2,10.0,6,False,0,False,1,1,1
0.0,6.543911845564792,6.543911845564792,694.0,694.0,True,False,1,1160.0,1,694.0,2.2929675268865872,0.0,8.904285347703361,7,5,6.543911845564792,27.0,0.0,520.0,1,2,18.0,1,1,10.0,9,False,0,False,1,1,1
48.0,5.968707559985366,5.968707559985366,390.0,390.0,False,True,0,390.0,0,390.0,1.056554606699745,390.0,1.8764434180138567,7,5,5.968707559985366,30.0,0.0,1500.0,0,2,48.0,1,1,10.0,5,False,1,True,0,1,0
6.0,7.324489979348532,7.324489979348532,1516.0,1516.0,False,True,0,1516.0,0,1516.0,2.11554108656988,1516.0,7.2940723633564275,7,5,7.324489979348532,49.0,0.0,1500.0,0,1,48.0,1,1,10.0,6,False,1,True,0,1,0
32.0,7.639642287858013,7.639642287858013,2078.0,2078.0,False,True,0,2078.0,1,2078.0,2.7724082787090945,2078.0,14.997113163972289,9,6,7.639642287858013,42.0,0.0,1500.0,0,1,32.0,0,2,10.0,6,True,0,True,0,0,0
50.0,7.378383712996714,7.378383712996714,1600.0,1600.0,False,True,0,1160.0,0,1600.0,2.127076304218712,0.0,7.390300230946882,7,1,7.378383712996714,66.0,0.0,1000.0,0,2,50.0,0,2,10.0,6,False,0,True,0,1,0
66.0,7.773173680482536,7.867105500316739,2375.0,2609.0,False,True,0,1160.0,0,2375.0,2.315442109987113,0.0,9.129400237945273,1,1,7.773173680482536,68.0,0.0,1400.0,1,2,66.0,0,2,10.0,4,False,0,True,0,1,1
60.0,7.696667081526462,7.696667081526462,2200.0,2200.0,False,True,0,2200.0,0,2200.0,2.2479232205718107,2200.0,8.468052347959969,7,1,7.696667081526462,55.0,0.0,1500.0,0,1,60.0,0,2,10.0,9,False,1,True,0,1,0
58.0,7.930565854233965,7.930565854233965,2780.0,2780.0,False,True,0,2780.0,0,2780.0,2.4906835128067324,2780.0,11.069522975232935,1,1,7.930565854233965,40.0,0.0,1500.0,1,1,58.0,0,2,10.0,11,True,1,True,1,1,1
12.0,4.875197323201151,4.875197323201151,130.0,130.0,False,True,0,80.0,1,80.0,1.056554606699745,130.0,1.8764434180138567,6,5,4.394449154672439,66.0,4.0,1500.0,0,2,16.0,1,1,4.0,3,False,1,True,0,1,0
48.0,7.189922170745808,7.226936018493289,1325.0,1375.0,False,True,0,1160.0,0,1325.0,2.030207427940114,0.0,6.615665896843725,7,1,7.189922170745808,63.0,0.0,1325.0,1,1,48.0,0,2,10.0,10,False,1,False,0,1,1
36.0,7.186901020411631,7.186901020411631,1321.0,1321.0,False,True,0,1160.0,0,1321.0,2.2486005529918054,0.0,8.474467539132666,7,1,7.186901020411631,71.0,0.0,866.0,0,2,36.0,0,2,10.0,11,False,1,True,0,1,0
24.0,7.272398392570047,7.272398392570047,1439.0,1439.0,False,True,0,1352.0,1,1439.0,2.697810631605513,1352.0,13.847190146266358,5,6,7.272398392570047,23.0,0.0,1500.0,0,2,24.0,0,2,10.0,11,False,0,True,0,0,0
4.0,5.017279836814924,5.017279836814924,150.0,150.0,False,True,0,80.0,1,80.0,1.7831999007185653,150.0,4.948861761794787,7,5,4.394449154672439,61.0,3.0,1500.0,0,1,7.0,1,1,3.0,5,False,1,True,0,1,0
40.0,6.202535517187923,6.202535517187923,493.0,493.0,True,False,1,1160.0,0,390.0,1.0862186366131463,100.0,1.9630484988452648,7,5,5.968707559985366,44.0,18.0,390.0,1,2,58.0,1,1,18.0,6,True,1,False,1,1,1
48.0,8.339739766019143,8.702842538302868,4186.0,6019.0,False,True,0,1160.0,0,4186.0,3.399855707064086,0.0,28.95977675134719,7,1,8.339739766019143,41.0,0.0,3000.0,1,1,48.0,0,2,10.0,6,True,1,False,1,1,1
54.0,7.601402334583733,7.601402334583733,2000.0,2000.0,False,True,0,1160.0,0,2000.0,2.256916814841003,0.0,8.553588230262596,7,5,7.601402334583733,16.0,0.0,800.0,0,1,54.0,1,1,10.0,5,False,0,False,1,1,0
40.0,7.741099090035366,7.964503363551548,2300.0,2876.0,False,True,0,1160.0,0,2300.0,2.868187543985784,0.0,16.605080831408777,7,1,7.741099090035366,56.0,0.0,2300.0,1,1,40.0,0,2,10.0,11,False,0,False,1,1,1
45.0,6.933423025730715,6.933423025730715,1025.0,1025.0,False,True,0,1160.0,0,1025.0,1.6833784646328056,0.0,4.38371396800958,7,1,6.933423025730715,21.0,0.0,1025.0,1,1,54.0,0,2,10.0,10,False,0,False,1,1,1
27.0,7.496097345175956,7.769800996003896,1800.0,2367.0,False,True,0,1160.0,1,1800.0,3.0561848024941933,0.0,20.24634334103156,7,1,7.496097345175956,57.0,0.0,1800.0,1,1,27.0,0,2,10.0,6,False,0,False,1,1,1
36.0,7.932721027481948,7.962067308753666,2786.0,2869.0,False,True,0,1160.0,0,2786.0,2.694889822347741,0.0,13.803887605850656,7,1,7.932721027481948,67.0,12.0,2500.0,1,1,48.0,0,2,12.0,9,False,1,False,0,1,1
30.0,7.089243155027514,7.089243155027514,1198.0,1198.0,False,True,0,1198.0,0,1198.0,1.6720439960228388,1198.0,4.323036951501154,7,5,7.089243155027514,48.0,0.0,1500.0,1,1,64.0,1,1,10.0,5,False,1,True,0,1,1
20.0,7.67275789664251,7.67275789664251,2148.0,2148.0,False,True,0,1648.0,1,1648.0,2.80350033891936,1948.0,15.50230946882217,7,5,7.407924322559599,51.0,12.0,1500.0,0,1,32.0,1,1,12.0,5,False,1,True,1,1,0
30.0,6.161207321695077,6.161207321695077,473.0,473.0,False,True,0,1160.0,1,473.0,1.5349864218188058,0.0,3.6412625096227855,6,5,6.161207321695077,29.0,0.0,300.0,0,2,30.0,1,1,10.0,9,False,0,True,0,1,0
40.0,8.987321812850125,9.21054035197885,8000.0,10001.0,False,True,0,1160.0,0,8000.0,4.073163387012802,0.0,57.74249422632795,7,3,8.987321812850125,50.0,0.0,8000.0,1,1,40.0,0,2,10.0,12,False,1,False,1,1,1
72.0,8.366602832783736,8.366602832783736,4300.0,4300.0,False,True,0,4300.0,0,4300.0,2.6941311808431454,4300.0,13.792661021298436,7,1,8.366602832783736,67.0,0.0,1500.0,0,1,72.0,0,2,10.0,6,False,0,True,1,1,0
24.0,7.003065458786462,7.003065458786462,1099.0,1099.0,False,True,0,1099.0,1,1099.0,2.4488858409854566,1099.0,10.575442648190917,5,5,7.003065458786462,67.0,0.0,1500.0,0,2,24.0,1,1,10.0,5,False,0,True,0,1,0
48.0,7.824445930877619,8.047189562170502,2500.0,3124.0,False,True,0,1160.0,0,2500.0,2.774511430003802,0.0,15.030792917628943,7,1,7.824445930877619,68.0,0.0,2500.0,1,1,48.0,0,2,10.0,10,False,1,False,1,1,1
18.0,6.90875477931522,6.90875477931522,1000.0,1000.0,True,False,1,1160.0,1,650.0,2.224418442526018,350.0,8.248102936324644,7,5,6.478509642208569,59.0,10.0,650.0,0,1,28.0,1,1,10.0,10,False,1,False,1,1,0
22.0,7.824445930877619,7.824445930877619,2500.0,2500.0,False,True,0,1160.0,0,1500.0,2.7135103980222204,1000.0,14.08212696445671,7,5,7.313886831633462,36.0,19.0,1500.0,1,1,41.0,1,1,19.0,9,True,0,False,1,1,1
34.0,7.62608275807238,7.62608275807238,2050.0,2050.0,False,True,0,2050.0,0,2050.0,2.444163951014639,2050.0,10.520913523222992,7,6,7.62608275807238,47.0,0.0,1500.0,0,2,45.0,0,2,10.0,9,False,1,True,1,0,0
68.0,7.917900586327916,7.917900586327916,2745.0,2745.0,False,True,0,2445.0,0,2445.0,2.234460066182662,2745.0,8.341436732709372,1,5,7.802209316247118,43.0,8.0,1500.0,0,1,76.0,1,1,8.0,6,True,1,True,0,1,0
18.0,5.308267697401205,5.308267697401205,201.0,201.0,False,True,0,201.0,1,201.0,1.2750574050199852,201.0,2.5789068514241724,7,5,5.308267697401205,40.0,0.0,1500.0,0,2,18.0,1,1,10.0,6,True,0,True,0,1,0
54.0,8.612685172875459,8.612685172875459,5500.0,5500.0,True,False,1,1160.0,0,5500.0,3.199585665673273,0.0,23.52236763322214,7,5,8.612685172875459,44.0,0.0,5500.0,1,2,54.0,1,1,10.0,11,True,1,False,1,1,1
60.0,7.496097345175956,7.496097345175956,1800.0,1800.0,False,True,0,1800.0,0,1800.0,2.070452065455202,1800.0,6.928406466512702,1,5,7.496097345175956,57.0,0.0,1500.0,0,1,60.0,1,1,10.0,4,False,0,True,0,1,0
48.0,7.244941546337007,7.519692404116539,1400.0,1843.0,False,True,0,1160.0,0,1400.0,2.2892361913806214,0.0,8.867397998460355,7,1,7.244941546337007,25.0,0.0,1400.0,1,1,48.0,0,2,10.0,10,False,0,False,1,1,1
72.0,7.313886831633462,7.351799869057777,1500.0,1558.0,False,True,0,1160.0,0,1500.0,1.7913316983356184,0.0,4.997433923530921,7,5,7.313886831633462,26.0,0.0,1500.0,0,1,72.0,1,1,10.0,9,False,1,False,1,1,0
66.0,7.5126175446745105,7.5126175446745105,1830.0,1830.0,False,True,0,1700.0,0,1830.0,2.001956533777883,1700.0,6.403527188746588,7,6,7.5126175446745105,31.0,0.0,1500.0,0,2,66.0,0,2,10.0,5,False,0,True,0,0,0
30.0,6.90875477931522,6.90875477931522,1000.0,1000.0,False,True,0,1160.0,1,1000.0,2.1631194885386464,0.0,7.698229407236335,8,1,6.90875477931522,45.0,0.0,1000.0,1,2,30.0,0,2,10.0,11,False,1,False,1,1,1
18.0,5.521460917862246,5.521460917862246,249.0,249.0,False,True,0,123.0,0,145.0,0.8625460510525144,210.0,1.369185087429891,1,5,4.983606621708336,59.0,24.0,1500.0,1,2,42.0,1,1,24.0,6,False,0,True,0,1,1
40.0,8.006700845440367,8.03689677268507,3000.0,3092.0,False,True,0,1160.0,0,3000.0,2.936629299448866,0.0,17.852193995381064,7,1,8.006700845440367,64.0,0.0,3000.0,1,2,40.0,0,2,10.0,11,False,0,False,0,1,1
