C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,target_subempleo_horas,sexo_mujer,sexo_hombre,edad,grupo_edad,joven,adulto_mayor,jefe_hogar,conyuge,hijo_hogar,tiene_discapacidad,cantidad_limitaciones,lengua_materna_indigena,autoidentificacion_indigena,autoidentificacion_afro,autoidentificacion_mestizo,nivel_educativo_ord,educacion_basica_o_menos,secundaria_completa,superior_incompleta,superior_completa,universitaria_completa_o_mas,educacion_superior,brecha_educativa_baja,grupo_educativo,trabajador_independiente,trabajador_dependiente,empleador,trabajador_hogar,trabajador_familiar_no_remunerado,sector_publico,sector_privado,empresa_registrada_sunat,empresa_no_registrada_sunat,lleva_libros_contables,posible_informalidad,empresa_pequena,empresa_mediana_grande,busca_otro_empleo,horas_totales,horas_principal,horas_secundaria,trabaja_menos_35h,trabaja_mas_48h,sobrejornada,brecha_horas_normal,tiene_seguro_salud,tiene_essalud,tiene_sis,tiene_afp,tiene_snp,tiene_pension,proteccion_social_completa,ingreso_total,ingreso_principal,ingreso_laboral,ingreso_total_log,ingreso_principal_log,ingreso_laboral_log,ingreso_por_hora,ingreso_por_hora_log,ingreso_secundario_total,tiene_ingreso_secundario,proporcion_ingreso_principal,dependencia_ingreso_principal,bajo_ingreso_relativo,alto_ingreso_relativo,ingreso_cero,ingreso_outlier
2,42.0,2,6,5, ,2, ,3,2,1,1,2,29.0,,40.0,40.0,1689.0,1689.0,1689.0,,1689.0,,,7.432483807917119,7.432483807917119,7.432483807917119,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,42.0,35_44,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,40.0,29.0,0.0,0,0,0,0.0,1,0,1,0,0,0,0,1689.0,1689.0,1689.0,7.432483807917119,7.432483807917119,7.432483807917119,9.751732101616629,2.375066867326095,1689.0,1,1.0,1,0,0,0,0
2,20.0,3,10,2, ,3,5,1, ,5,5000,2,24.0,,24.0,,896.0,896.0,942.0,550.0,,,,6.799055862058796,6.799055862058796,6.849066282633458,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,20.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,24.0,24.0,0.0,1,0,0,,1,1,0,1,0,1,1,896.0,896.0,942.0,6.799055862058796,6.799055862058796,6.849066282633458,9.064665127020785,2.3090307875020755,0.0,0,1.0,1,1,0,0,0
2,33.0,1,5,1, ,2, ,3,2,1,1,2,72.0,,72.0,,1818.0,1818.0,1818.0,,1818.0,,,7.506042178518122,7.506042178518122,7.506042178518122,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,33.0,25_34,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,1,0,0,0,0,0,0,0,1,0,1,1,0,0,72.0,72.0,0.0,0,1,1,,1,0,1,0,0,0,0,1818.0,1818.0,1818.0,7.506042178518122,7.506042178518122,7.506042178518122,5.831408775981524,1.9215309152682551,1818.0,1,1.0,1,0,0,0,0
1,44.0,2,6,5, ,2, ,3,2,1,1,2,54.0,,54.0,,2078.0,2078.0,2078.0,,2078.0,,,7.639642287858013,7.639642287858013,7.639642287858013,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,44.0,35_44,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,54.0,54.0,0.0,0,1,0,,1,0,1,0,0,0,0,2078.0,2078.0,2078.0,7.639642287858013,7.639642287858013,7.639642287858013,8.887178171242837,2.2912387835114827,2078.0,1,1.0,1,0,0,0,0
1,15.0,3,5,2, ,2, ,3,2,1,1,2,39.0,,39.0,,1793.0,1793.0,1793.0,,1793.0,,,7.492203042618741,7.492203042618741,7.492203042618741,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,15.0,14_24,1,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,1,0,0,0,0,0,0,0,1,0,1,1,0,0,39.0,39.0,0.0,0,0,0,,1,0,1,0,0,0,0,1793.0,1793.0,1793.0,7.492203042618741,7.492203042618741,7.492203042618741,10.6176348670575,2.4525241908665745,1793.0,1,1.0,1,0,0,0,0
1,38.0,1,6,5, ,3,5,1, ,1,3,2,34.0,,34.0,,2300.0,2300.0,2900.0,2300.0,,,,7.741099090035366,7.741099090035366,7.972810784121404,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,38.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,34.0,34.0,0.0,1,0,0,,1,1,0,1,0,1,1,2300.0,2300.0,2900.0,7.741099090035366,7.741099090035366,7.972810784121404,19.698410542045917,3.0300569119147633,0.0,0,1.0,1,0,0,0,0
1,16.0,3,5,4, ,3,5,2,2,1,3,2,36.0,,36.0,,909.0,909.0,909.0,909.0,,,,6.813444599510896,6.813444599510896,6.813444599510896,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,16.0,14_24,1,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,1,0,0,0,0,1,1,0,0,0,1,0,0,36.0,36.0,0.0,0,0,0,,1,1,0,0,0,0,0,909.0,909.0,909.0,6.813444599510896,6.813444599510896,6.813444599510896,5.831408775981524,1.9215309152682551,0.0,0,1.0,1,1,0,0,0
2,24.0,3,10,1, ,3,5,2,2,1,3,2,22.0,,22.0,,520.0,520.0,520.0,520.0,,,,6.255750041753367,6.255750041753367,6.255750041753367,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,24.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,22.0,22.0,0.0,1,0,0,,1,0,1,1,0,1,1,520.0,520.0,520.0,6.255750041753367,6.255750041753367,6.255750041753367,5.458744488767583,1.8654349473218286,0.0,0,1.0,1,1,0,0,0
2,30.0,1,6,5, ,3,4,1, ,4,110,2,24.0,,24.0,,620.0,620.0,628.0,620.0,,,,6.431331081933479,6.431331081933479,6.444131256700441,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,30.0,25_34,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,0,1,0,0,0,0,1,0,24.0,24.0,0.0,1,0,0,,1,1,0,0,1,1,1,620.0,620.0,628.0,6.431331081933479,6.431331081933479,6.444131256700441,6.0431100846805235,1.9520498460089357,0.0,0,1.0,1,1,0,0,0
1,49.0,1,6,5, ,3,5,3,2,1,4,2,38.0,,48.0,48.0,2165.0,2165.0,2165.0,2165.0,,,,7.680637427560936,7.680637427560936,7.680637427560936,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,49.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,0,1,0,1,1,0,0,48.0,38.0,0.0,0,0,0,0.0,1,0,1,1,0,1,1,2165.0,2165.0,2165.0,7.680637427560936,7.680637427560936,7.680637427560936,10.416666666666666,2.4350742760401247,0.0,0,1.0,1,0,0,0,0
1,46.0,1,11,5, ,3,5,1, ,1,20,2,45.0,13.0,58.0,,3100.0,2600.0,3424.0,2600.0,,,500.0,8.03947991910045,7.8636512654486515,8.138856750696325,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,46.0,45_54,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,58.0,45.0,13.0,0,1,0,,1,1,0,0,1,1,1,3100.0,2600.0,3424.0,8.03947991910045,7.8636512654486515,8.138856750696325,13.633829736402006,2.6833359535986094,500.0,1,0.8387096774193549,1,0,1,0,0
2,45.0,2,11,5, ,3,5,1, ,3,100,2,40.0,,40.0,,2500.0,2500.0,3076.0,2500.0,,,,7.824445930877619,7.824445930877619,8.031710375322042,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,45.0,45_54,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,0,1,1,1,2500.0,2500.0,3076.0,7.824445930877619,7.824445930877619,8.031710375322042,17.759815242494227,2.931717095048464,0.0,0,1.0,1,0,0,0,0
1,40.0,1,6,5, ,3,5,2,2,1,3,2,66.0,,66.0,,2520.0,2520.0,2678.0,2000.0,,,,7.83241092718792,7.83241092718792,7.893198869544609,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,40.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,66.0,66.0,0.0,0,1,1,,1,1,0,0,1,1,1,2520.0,2520.0,2678.0,7.83241092718792,7.83241092718792,7.893198869544609,9.370844705717683,2.338998475598822,0.0,0,1.0,1,0,1,0,0
2,35.0,2,6,5, ,3,5,2,2,1,5,2,48.0,,48.0,,1633.0,1633.0,1733.0,1200.0,,,,7.3987862754199485,7.3987862754199485,7.458186157340487,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,35.0,35_44,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,1633.0,1633.0,1733.0,7.3987862754199485,7.3987862754199485,7.458186157340487,8.338144726712857,2.23410759511282,0.0,0,1.0,1,0,0,0,0
1,60.0,1,6,5, ,2, ,3,2,1,1,2,54.0,,54.0,,1650.0,1650.0,1650.0,,1650.0,,,7.409136443920128,7.409136443920128,7.409136443920128,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,60.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,54.0,54.0,0.0,0,1,0,,1,1,0,0,1,1,1,1650.0,1650.0,1650.0,7.409136443920128,7.409136443920128,7.409136443920128,7.056710289966642,2.0865053205919915,1650.0,1,1.0,1,0,0,0,0
1,54.0,1,9,3, ,1, ,1, ,1,5,2,39.0,,48.0,48.0,6000.0,6000.0,6000.0,,6000.0,,,8.699681400989514,8.699681400989514,8.699681400989514,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,54.0,45_54,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,0,1,0,0,0,0,1,0,0,0,1,0,0,48.0,39.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,6000.0,6000.0,6000.0,8.699681400989514,8.699681400989514,8.699681400989514,28.868360277136258,3.3967997354127544,6000.0,1,1.0,1,0,1,0,0
1,43.0,1,9,3, ,3,5,1, ,1,20,2,30.0,,40.0,40.0,2625.0,2625.0,3282.0,2625.0,,,,7.873217054862741,7.873217054862741,8.096512917501594,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,43.0,35_44,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,30.0,0.0,0,0,0,0.0,1,1,0,1,0,1,1,2625.0,2625.0,3282.0,7.873217054862741,7.873217054862741,8.096512917501594,18.94919168591224,2.9931886255181563,0.0,0,1.0,1,0,1,0,0
2,44.0,2,11,5, ,3,5,1, ,5,1500,2,44.0,,44.0,,2800.0,2800.0,3499.0,2800.0,,,,7.937731775260109,7.937731775260109,8.160518247477505,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,44.0,35_44,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,44.0,44.0,0.0,0,0,0,,1,1,0,1,0,1,1,2800.0,2800.0,3499.0,7.937731775260109,7.937731775260109,8.160518247477505,18.36552592903632,2.9634944713397937,0.0,0,1.0,1,0,1,0,0
1,42.0,1,9,3, ,2, ,2,2,1,1,2,34.0,,50.0,50.0,2500.0,2500.0,2500.0,,2500.0,,,7.824445930877619,7.824445930877619,7.824445930877619,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,42.0,35_44,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,1,0,0,0,1,0,0,50.0,34.0,0.0,0,1,0,0.0,1,1,0,1,0,1,1,2500.0,2500.0,2500.0,7.824445930877619,7.824445930877619,7.824445930877619,11.547344110854503,2.529509018549033,2500.0,1,1.0,1,0,0,0,0
2,45.0,3,11,5, ,2, ,3,2,1,1,2,6.0,,12.0,12.0,1732.0,1732.0,1732.0,,1732.0,,,7.457609289715606,7.457609289715606,7.457609289715606,6,2,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,45.0,45_54,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,1,0,0,0,0,0,0,0,1,0,1,1,0,0,12.0,6.0,0.0,1,0,0,0.0,0,0,0,1,0,1,0,1732.0,1732.0,1732.0,7.457609289715606,7.457609289715606,7.457609289715606,33.333333333333336,3.5361166995615263,1732.0,1,1.0,1,0,0,0,0
1,31.0,3,10,1, ,3,5,1, ,5,1500,2,48.0,,48.0,,2180.0,2180.0,2429.0,2000.0,,,,7.687538766201629,7.687538766201629,7.795646536334594,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,31.0,25_34,0,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,2180.0,2180.0,2429.0,7.687538766201629,7.687538766201629,7.795646536334594,11.686874518860662,2.540567956580714,0.0,0,1.0,1,0,0,0,0
2,47.0,1,6,5, ,3,5,2,2,1,4,2,24.0,,30.0,30.0,600.0,600.0,600.0,600.0,,,,6.398594934535208,6.398594934535208,6.398594934535208,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,47.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,30.0,24.0,0.0,1,0,0,0.0,1,1,0,0,1,1,1,600.0,600.0,600.0,6.398594934535208,6.398594934535208,6.398594934535208,4.618937644341801,1.7261426147810328,0.0,0,1.0,1,1,0,0,0
1,47.0,2,6,5, ,3,5,1, ,1,10,2,44.0,,44.0,,1500.0,1500.0,1500.0,1500.0,,,,7.313886831633462,7.313886831633462,7.313886831633462,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,47.0,45_54,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,44.0,44.0,0.0,0,0,0,,1,1,0,1,0,1,1,1500.0,1500.0,1500.0,7.313886831633462,7.313886831633462,7.313886831633462,7.873189166491707,2.1830342769645816,0.0,0,1.0,1,0,0,0,0
1,35.0,1,10,1, ,3,5,1, ,4,110,2,49.0,,49.0,,5000.0,5000.0,6418.0,5000.0,,,,8.517393171418904,8.517393171418904,8.767017621311778,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,35.0,35_44,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,49.0,49.0,0.0,0,1,0,,1,1,0,1,0,1,1,5000.0,5000.0,6418.0,8.517393171418904,8.517393171418904,8.767017621311778,30.249328368760896,3.4419978837517986,0.0,0,1.0,1,0,1,0,0
2,54.0,3,9,3, ,3,2, , ,5,9998,2,36.0,24.0,60.0,,3025.0,1825.0,3075.0,1500.0,,1200.0,,8.014996894348302,7.509883061154913,8.031385330625534,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,54.0,45_54,0,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,60.0,36.0,24.0,0,1,0,,1,1,0,1,0,1,1,3025.0,1825.0,3075.0,8.014996894348302,7.509883061154913,8.031385330625534,11.836027713625866,2.552255882299959,1200.0,1,0.6033057851239669,0,0,1,0,0
1,29.0,5,6,5, ,3,5,3,2,2,50,1,12.0,,12.0,,3000.0,3000.0,3000.0,3000.0,,,,8.006700845440367,8.006700845440367,8.006700845440367,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,29.0,25_34,1,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,0,1,0,1,1,0,1,12.0,12.0,0.0,1,0,0,,1,0,1,0,0,0,0,3000.0,3000.0,3000.0,8.006700845440367,8.006700845440367,8.006700845440367,57.736720554272516,4.073065094356167,0.0,0,1.0,1,0,1,0,0
1,38.0,1,9,3, ,3,4,1, ,4,300,2,84.0,,84.0,72.0,2500.0,2500.0,3166.0,2500.0,,,,7.824445930877619,7.824445930877619,8.06054004653864,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,38.0,35_44,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,0,1,0,0,0,0,1,0,84.0,84.0,0.0,0,1,1,-12.0,1,1,0,0,1,1,1,2500.0,2500.0,3166.0,7.824445930877619,7.824445930877619,8.06054004653864,8.704497965467942,2.2725894858103093,0.0,0,1.0,1,0,0,0,0
2,21.0,3,10,3, ,3,5,1, ,5,800,2,20.0,,20.0,,550.0,550.0,567.0,550.0,,,,6.311734809152915,6.311734809152915,6.342121418721152,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,21.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,20.0,20.0,0.0,1,0,0,,1,1,0,1,0,1,1,550.0,550.0,567.0,6.311734809152915,6.311734809152915,6.342121418721152,6.547344110854504,2.0211957279774038,0.0,0,1.0,1,1,0,0,0
1,22.0,3,9,3, ,3,1, , ,5,9998,2,45.0,,50.0,50.0,2802.0,2802.0,2852.0,2500.0,,,,7.938445551164788,7.938445551164788,7.9561263512135,4,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,22.0,14_24,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,50.0,45.0,0.0,0,1,0,0.0,1,0,0,0,0,0,0,2802.0,2802.0,2852.0,7.938445551164788,7.938445551164788,7.9561263512135,13.173210161662817,2.651353574386607,0.0,0,1.0,1,0,1,0,0
2,46.0,1,5,1, ,6, , , ,1,2,2,48.0,,48.0,,1337.0,1337.0,1549.0,1025.0,,,,7.198931240688173,7.198931240688173,7.346010209913293,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,46.0,45_54,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,0,0,1,0,0,0,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,0,1,1,1,1337.0,1337.0,1549.0,7.198931240688173,7.198931240688173,7.346010209913293,7.452848344880677,2.1345034668040297,0.0,0,1.0,1,0,0,0,0
1,51.0,1,4, ,6,3,5,3,2,1,3,1,27.0,15.0,42.0,,970.0,650.0,970.0,650.0,,,320.0,6.878326468291325,6.478509642208569,6.878326468291325,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,51.0,45_54,0,0,1,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,1,Primaria,0,1,0,0,0,0,1,0,1,0,1,1,0,1,42.0,27.0,15.0,0,0,0,,1,0,1,0,0,0,0,970.0,650.0,970.0,6.878326468291325,6.478509642208569,6.878326468291325,5.333773232156603,1.8458961457951932,320.0,1,0.6701030927835051,0,1,0,0,0
2,49.0,2,9,3, ,2, ,3,2,1,1,1,30.0,,50.0,50.0,144.0,144.0,144.0,,144.0,,,4.976733742420574,4.976733742420574,4.976733742420574,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,49.0,45_54,0,0,0,1,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,1,50.0,30.0,0.0,0,1,0,0.0,1,0,1,1,0,1,1,144.0,144.0,144.0,4.976733742420574,4.976733742420574,4.976733742420574,0.6651270207852193,0.5099014092824592,144.0,1,1.0,1,1,0,0,0
1,38.0,1,8,2, ,1, ,2,2,1,2,2,67.0,9.0,76.0,,1437.0,1437.0,1437.0,,1437.0,,,7.271008538280992,7.271008538280992,7.271008538280992,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,38.0,35_44,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,0,1,0,0,0,0,1,0,0,0,1,0,0,76.0,67.0,9.0,0,1,1,,1,0,1,0,1,1,1,1437.0,1437.0,1437.0,7.271008538280992,7.271008538280992,7.271008538280992,4.3667193387626115,1.680216797950407,1437.0,1,1.0,1,0,0,0,0
1,38.0,1,6,5, ,1, ,1, ,1,5,2,48.0,,48.0,,5000.0,5000.0,5000.0,,5000.0,,,8.517393171418904,8.517393171418904,8.517393171418904,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,38.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,0,1,0,0,0,0,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,5000.0,5000.0,5000.0,8.517393171418904,8.517393171418904,8.517393171418904,24.05696689761355,3.2211519085279807,5000.0,1,1.0,1,0,1,0,0
2,36.0,2,11,5, ,3,5,1, ,1,14,2,48.0,12.0,60.0,,4000.0,2000.0,4501.0,2000.0,,,2000.0,8.294299608857235,7.601402334583733,8.412277021466677,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,36.0,35_44,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,60.0,48.0,12.0,0,1,0,,1,1,0,0,1,1,1,4000.0,2000.0,4501.0,8.294299608857235,7.601402334583733,8.412277021466677,17.32486528098537,2.908258896094143,2000.0,1,0.5,0,0,1,0,0
1,56.0,1,6,5, ,2, ,3,2,1,1,2,48.0,21.0,69.0,,679.0,679.0,679.0,,679.0,,,6.522092798170152,6.522092798170152,6.522092798170152,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,56.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,69.0,48.0,21.0,0,1,1,,1,0,1,1,0,1,1,679.0,679.0,679.0,6.522092798170152,6.522092798170152,6.522092798170152,2.272651203266727,1.1856004219413285,679.0,1,1.0,1,1,0,0,0
2,53.0,2,11,6, ,2, ,3,2,1,2,2,56.0,,56.0,,800.0,800.0,800.0,,500.0,,,6.68586094706836,6.68586094706836,6.68586094706836,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,53.0,45_54,0,0,0,1,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,1,0,0,0,0,0,0,0,1,0,1,1,0,0,56.0,56.0,0.0,0,1,0,,1,0,1,0,0,0,0,800.0,800.0,800.0,6.68586094706836,6.68586094706836,6.68586094706836,3.299241174529858,1.4584385360871026,500.0,1,1.0,1,1,0,0,0
2,34.0,3,8,1, ,1, ,2,1,1,3,2,48.0,,48.0,,2500.0,2500.0,2500.0,,2500.0,,,7.824445930877619,7.824445930877619,7.824445930877619,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,34.0,25_34,0,0,0,0,1,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,0,1,0,0,0,0,1,0,1,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,0,1,0,0,0,0,2500.0,2500.0,2500.0,7.824445930877619,7.824445930877619,7.824445930877619,12.028483448806774,2.5671379951693587,2500.0,1,1.0,1,0,0,0,0
2,53.0,1,11,5, ,1, ,2,2,1,3,2,0.0,,20.0,20.0,3500.0,3500.0,3500.0,,3500.0,,,8.160803920954665,8.160803920954665,8.160803920954665,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,53.0,45_54,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,0,1,0,0,0,0,1,0,0,0,1,0,0,20.0,0.0,0.0,1,0,0,0.0,1,1,0,1,0,1,1,3500.0,3500.0,3500.0,8.160803920954665,8.160803920954665,8.160803920954665,40.415704387990765,3.7236601419459343,3500.0,1,1.0,1,0,1,0,0
2,35.0,1,11,5, ,3,2, , ,5,9998,2,40.0,,40.0,,7000.0,7000.0,7050.0,7000.0,,,,8.853808274977197,8.853808274977197,8.860924729719041,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,1,0,0,1,0,35.0,35_44,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,7000.0,7000.0,7050.0,8.853808274977197,8.853808274977197,8.860924729719041,40.70438799076213,3.7306063508649348,0.0,0,1.0,1,0,1,0,1
2,63.0,2,12,2, ,3,2, , ,5,9998,2,42.0,,42.0,36.0,5346.0,5346.0,5396.0,5000.0,,,,8.584290934948731,8.584290934948731,8.593598522618644,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,63.0,55_64,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,42.0,42.0,0.0,0,0,0,-6.0,1,1,0,0,1,1,1,5346.0,5346.0,5396.0,8.584290934948731,8.584290934948731,8.593598522618644,29.671175629605187,3.423323308973043,0.0,0,1.0,1,0,1,0,0
