C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,target_subempleo_horas,sexo_mujer,sexo_hombre,edad,grupo_edad,joven,adulto_mayor,jefe_hogar,conyuge,hijo_hogar,tiene_discapacidad,cantidad_limitaciones,lengua_materna_indigena,autoidentificacion_indigena,autoidentificacion_afro,autoidentificacion_mestizo,nivel_educativo_ord,educacion_basica_o_menos,secundaria_completa,superior_incompleta,superior_completa,universitaria_completa_o_mas,educacion_superior,brecha_educativa_baja,grupo_educativo,trabajador_independiente,trabajador_dependiente,empleador,trabajador_hogar,trabajador_familiar_no_remunerado,sector_publico,sector_privado,empresa_registrada_sunat,empresa_no_registrada_sunat,lleva_libros_contables,posible_informalidad,empresa_pequena,empresa_mediana_grande,busca_otro_empleo,horas_totales,horas_principal,horas_secundaria,trabaja_menos_35h,trabaja_mas_48h,sobrejornada,brecha_horas_normal,tiene_seguro_salud,tiene_essalud,tiene_sis,tiene_afp,tiene_snp,tiene_pension,proteccion_social_completa,ingreso_total,ingreso_principal,ingreso_laboral,ingreso_total_log,ingreso_principal_log,ingreso_laboral_log,ingreso_por_hora,ingreso_por_hora_log,ingreso_secundario_total,tiene_ingreso_secundario,proporcion_ingreso_principal,dependencia_ingreso_principal,bajo_ingreso_relativo,alto_ingreso_relativo,ingreso_cero,ingreso_outlier
1,22.0,3,6,5, ,3,5,1, ,1,5,2,48.0,,48.0,,1625.0,1625.0,1675.0,1300.0,,,,7.3938782901077555,7.3938782901077555,7.424165281042028,1,1,2,1,2,2,2,2,2,2,2,10,8,0,0,0,0,0,0,0,1,22.0,14_24,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,1625.0,1625.0,1675.0,7.3938782901077555,7.3938782901077555,7.424165281042028,8.059083910700538,2.20376800133335,0.0,0,1.0,1,0,0,0,0
1,57.0,1,11,5, ,1, ,3,2,1,2,2,54.0,,54.0,,2600.0,2600.0,2600.0,,2600.0,,,7.8636512654486515,7.8636512654486515,7.8636512654486515,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,57.0,55_64,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,0,1,0,0,0,0,0,1,0,1,1,0,0,54.0,54.0,0.0,0,1,0,,1,1,0,1,0,1,1,2600.0,2600.0,2600.0,7.8636512654486515,7.8636512654486515,7.8636512654486515,11.119664699341374,2.4948293151876397,2600.0,1,1.0,1,0,1,0,0
1,25.0,3,10,4, ,3,5,3,2,1,2,2,39.0,,39.0,,1025.0,1025.0,1025.0,1025.0,,,,6.933423025730715,6.933423025730715,6.933423025730715,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,25.0,25_34,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,0,1,0,1,1,0,0,39.0,39.0,0.0,0,0,0,,1,0,1,0,0,0,0,1025.0,1025.0,1025.0,6.933423025730715,6.933423025730715,6.933423025730715,6.069757801859418,1.95582622215895,0.0,0,1.0,1,0,0,0,0
1,60.0,1,6,5, ,3,5,1, ,4,250,2,0.0,,48.0,48.0,2000.0,2000.0,2834.0,2000.0,,,,7.601402334583733,7.601402334583733,7.949797216161852,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,60.0,55_64,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,1,1,2000.0,2000.0,2834.0,7.601402334583733,7.601402334583733,7.949797216161852,13.63548883756736,2.6834493215380055,0.0,0,1.0,1,0,0,0,0
1,51.0,7,6,5, ,2, ,3,2,1,1,2,38.0,,38.0,,1070.0,1070.0,1070.0,,1000.0,,,6.976348070447749,6.976348070447749,6.976348070447749,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,51.0,45_54,0,0,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,38.0,38.0,0.0,0,0,0,,1,0,1,0,0,0,0,1070.0,1070.0,1070.0,6.976348070447749,6.976348070447749,6.976348070447749,6.502977999270694,2.0153000083016215,1000.0,1,1.0,1,0,0,0,0
2,69.0,2,6,5, ,2, ,3,2,1,1,2,12.0,,12.0,,383.0,383.0,383.0,,383.0,,,5.950642552587727,5.950642552587727,5.950642552587727,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,69.0,65_mas,0,1,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,12.0,12.0,0.0,1,0,0,,1,1,0,0,0,0,0,383.0,383.0,383.0,5.950642552587727,5.950642552587727,5.950642552587727,7.371054657428791,2.1247798810352663,383.0,1,1.0,1,1,0,0,0
1,36.0,3,6,5, ,3,5,1, ,4,250,2,48.0,16.0,64.0,48.0,2487.0,2100.0,2937.0,1800.0,,300.0,,7.81923445385907,7.650168700845001,7.9854843567338225,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,36.0,35_44,0,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,0,1,0,64.0,48.0,16.0,0,1,1,-16.0,1,1,0,0,1,1,1,2487.0,2100.0,2937.0,7.81923445385907,7.650168700845001,7.9854843567338225,10.59829676674365,2.450858256878539,300.0,1,0.8443908323281062,1,0,0,0,0
2,50.0,1,11,5, ,3,5,1, ,3,75,2,0.0,,48.0,48.0,2500.0,2500.0,3141.0,2500.0,,,,7.824445930877619,7.824445930877619,8.052614818815567,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,50.0,45_54,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,0.0,0.0,0,0,0,0.0,1,1,0,1,0,1,1,2500.0,2500.0,3141.0,7.824445930877619,7.824445930877619,8.052614818815567,15.112586605080832,2.779600743275272,0.0,0,1.0,1,0,0,0,0
1,75.0,7,6,5, ,2, ,3,2,1,1,2,7.0,,24.0,24.0,1299.0,1299.0,1299.0,,1299.0,,,7.170119543449628,7.170119543449628,7.170119543449628,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,75.0,65_mas,0,1,0,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,24.0,7.0,0.0,1,0,0,0.0,1,0,1,0,1,1,1,1299.0,1299.0,1299.0,7.170119543449628,7.170119543449628,7.170119543449628,12.5,2.6026896854443837,1299.0,1,1.0,1,0,0,0,0
1,55.0,1,11,5, ,3,5,1, ,1,9,2,48.0,,48.0,,2685.0,2685.0,2685.0,2295.0,,,,7.895808377083183,7.895808377083183,7.895808377083183,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,55.0,55_64,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,2685.0,2685.0,2685.0,7.895808377083183,7.895808377083183,7.895808377083183,12.918591224018476,2.6332254446135983,0.0,0,1.0,1,0,1,0,0
2,25.0,3,10,4, ,3,5,1, ,4,200,2,24.0,,24.0,,680.0,680.0,680.0,680.0,,,,6.523562306149512,6.523562306149512,6.523562306149512,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,25.0,25_34,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,24.0,24.0,0.0,1,0,0,,1,1,0,1,0,1,1,680.0,680.0,680.0,6.523562306149512,6.523562306149512,6.523562306149512,6.543494996150885,2.020685601965219,0.0,0,1.0,1,1,0,0,0
2,42.0,2,9,3, ,2, ,3,2,1,1,2,2.0,,6.0,6.0,1059.0,1059.0,1059.0,,1059.0,,,6.966024187106113,6.966024187106113,6.966024187106113,5,2,1,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1,1,0,42.0,35_44,0,0,0,1,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,6.0,2.0,0.0,1,0,0,0.0,1,0,1,0,1,1,1,1059.0,1059.0,1059.0,6.966024187106113,6.966024187106113,6.966024187106113,40.762124711316396,3.7319898213824896,1059.0,1,1.0,1,0,0,0,0
1,51.0,2,8,1, ,3,5,1, ,5,1200,2,40.0,,48.0,48.0,1300.0,1300.0,1624.0,1300.0,,,,7.170888478512505,7.170888478512505,7.393263094763838,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,0,1,51.0,45_54,0,0,0,1,0,0,0,0,1,0,0,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,40.0,0.0,0,0,0,0.0,1,1,0,1,0,1,1,1300.0,1300.0,1624.0,7.170888478512505,7.170888478512505,7.393263094763838,7.813702848344881,2.1763076522532128,0.0,0,1.0,1,0,0,0,0
1,50.0,1,11,5, ,3,5,1, ,5,9998,2,38.0,,48.0,48.0,3500.0,3500.0,4250.0,3500.0,,,,8.160803920954665,8.160803920954665,8.35490952835879,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,50.0,45_54,0,0,1,0,0,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,48.0,38.0,0.0,0,0,0,0.0,1,1,0,1,0,1,1,3500.0,3500.0,4250.0,8.160803920954665,8.160803920954665,8.35490952835879,20.448421862971518,3.0656510698455723,0.0,0,1.0,1,0,1,0,0
1,49.0,1,6,5, ,3,4,1, ,4,500,2,66.0,,66.0,,1800.0,1800.0,1800.0,1800.0,,,,7.496097345175956,7.496097345175956,7.496097345175956,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,49.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,0,1,0,0,0,0,1,0,66.0,66.0,0.0,0,1,1,,1,1,0,0,1,1,1,1800.0,1800.0,1800.0,7.496097345175956,7.496097345175956,7.496097345175956,6.298551333193365,1.987675880953275,0.0,0,1.0,1,0,0,0,0
2,49.0,2,6,5, ,2, ,3,2,1,1,2,42.0,,42.0,,1491.0,1491.0,1491.0,,1465.0,,,7.307872780763706,7.307872780763706,7.307872780763706,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,49.0,45_54,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,42.0,42.0,0.0,0,0,0,,1,0,1,0,0,0,0,1491.0,1491.0,1491.0,7.307872780763706,7.307872780763706,7.307872780763706,8.198614318706698,2.219052855179154,1465.0,1,1.0,1,0,0,0,0
1,24.0,3,6,5, ,3,5,2,2,1,2,2,52.0,,52.0,,2079.0,2079.0,2079.0,1819.0,,,,7.640123172695364,7.640123172695364,7.640123172695364,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,24.0,14_24,1,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,52.0,52.0,0.0,0,1,0,,1,0,1,0,0,0,0,2079.0,2079.0,2079.0,7.640123172695364,7.640123172695364,7.640123172695364,9.23343400248712,2.3256602032532467,0.0,0,1.0,1,0,0,0,0
2,42.0,1,6,5, ,2, ,3,2,1,1,2,12.0,,12.0,,433.0,433.0,433.0,,433.0,,,6.073044534100405,6.073044534100405,6.073044534100405,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,42.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,12.0,12.0,0.0,1,0,0,,1,0,1,0,0,0,0,433.0,433.0,433.0,6.073044534100405,6.073044534100405,6.073044534100405,8.333333333333334,2.2335922215070942,433.0,1,1.0,1,1,0,0,0
1,59.0,1,9,3, ,3,4,1, ,4,300,2,22.0,,66.0,66.0,1800.0,1800.0,1800.0,1800.0,,,,7.496097345175956,7.496097345175956,7.496097345175956,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,59.0,55_64,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,0,1,0,0,0,0,1,0,66.0,22.0,0.0,0,1,1,0.0,1,1,0,1,0,1,1,1800.0,1800.0,1800.0,7.496097345175956,7.496097345175956,7.496097345175956,6.298551333193365,1.987675880953275,0.0,0,1.0,1,0,0,0,0
1,33.0,3,6,5, ,3,5,1, ,1,10,2,40.0,,40.0,,1500.0,1500.0,1625.0,1500.0,,,,7.313886831633462,7.313886831633462,7.3938782901077555,1,1,2,1,2,2,2,2,2,2,2,10,5,0,0,0,0,0,1,0,1,33.0,25_34,0,0,0,0,1,0,0,0,0,1,0,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,1500.0,1500.0,1625.0,7.313886831633462,7.313886831633462,7.3938782901077555,9.382217090069284,2.340094447422338,0.0,0,1.0,1,0,0,0,0
2,36.0,3,11,5, ,3,2, , ,5,998,2,48.0,,48.0,,7000.0,7000.0,7050.0,7000.0,,,,8.853808274977197,8.853808274977197,8.860924729719041,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,1,0,0,1,0,36.0,35_44,0,0,0,0,1,0,0,0,1,0,0,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,48.0,48.0,0.0,0,0,0,,1,1,0,1,0,1,1,7000.0,7000.0,7050.0,8.853808274977197,8.853808274977197,8.860924729719041,33.9203233256351,3.553068989967343,0.0,0,1.0,1,0,1,0,1
1,35.0,1,3, ,2,2, ,3,2,1,1,2,40.0,,40.0,,963.0,963.0,963.0,,963.0,,,6.871091294610546,6.871091294610546,6.871091294610546,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,35.0,35_44,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,Primaria,1,0,0,0,0,0,0,0,1,0,1,1,0,0,40.0,40.0,0.0,0,0,0,,1,0,1,0,0,0,0,963.0,963.0,963.0,6.871091294610546,6.871091294610546,6.871091294610546,5.560046189376444,1.8809976439946918,963.0,1,1.0,1,1,0,0,0
2,34.0,1,8,2, ,3,5,3,2,1,10,1,20.0,,20.0,,563.0,563.0,563.0,433.0,,,,6.335054251498059,6.335054251498059,6.335054251498059,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,34.0,25_34,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,0,1,0,1,1,0,1,20.0,20.0,0.0,1,0,0,,1,0,1,0,0,0,0,563.0,563.0,563.0,6.335054251498059,6.335054251498059,6.335054251498059,6.501154734411086,2.0150569732790786,0.0,0,1.0,1,1,0,0,0
1,21.0,3,3, ,1,6, , , ,1,1,2,2.0,,2.0,,87.0,87.0,87.0,87.0,,,,4.477336814478207,4.477336814478207,4.477336814478207,5,2,1,2,2,2,2,2,2,2,2,10,6,0,0,0,0,0,1,0,1,21.0,14_24,1,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,Primaria,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2.0,0.0,1,0,0,,1,0,1,0,0,0,0,87.0,87.0,87.0,4.477336814478207,4.477336814478207,4.477336814478207,10.046189376443419,2.402085515677807,0.0,0,1.0,1,1,0,0,0
2,34.0,1,5,2, ,6, , , ,1,1,2,4.0,,4.0,,108.0,108.0,108.0,108.0,,,,4.691347882229144,4.691347882229144,4.691347882229144,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,34.0,25_34,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,Secundaria incompleta,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,4.0,0.0,1,0,0,,1,0,1,0,0,0,0,108.0,108.0,108.0,4.691347882229144,4.691347882229144,4.691347882229144,6.235565819861431,1.9790085629497018,0.0,0,1.0,1,1,0,0,0
2,60.0,1,6,5, ,6, , , ,1,2,2,14.0,,14.0,,900.0,900.0,900.0,900.0,,,,6.803505257608338,6.803505257608338,6.803505257608338,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,1,0,60.0,55_64,0,0,1,0,0,0,0,1,1,0,0,6,0,1,0,0,0,0,0,Secundaria completa,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14.0,14.0,0.0,1,0,0,,1,0,1,0,0,0,0,900.0,900.0,900.0,6.803505257608338,6.803505257608338,6.803505257608338,14.84658528538436,2.7629540377049597,0.0,0,1.0,1,1,0,0,0
2,30.0,11,8,1, ,2, ,3,2,1,1,1,53.0,,53.0,,699.0,699.0,699.0,,699.0,,,6.551080335043404,6.551080335043404,6.551080335043404,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0,1,0,30.0,25_34,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,1,0,1,0,Superior no universitaria,1,0,0,0,0,0,0,0,1,0,1,1,0,1,53.0,53.0,0.0,0,1,0,,1,0,1,0,0,0,0,699.0,699.0,699.0,6.551080335043404,6.551080335043404,6.551080335043404,3.0458843522593577,1.3977001551090074,699.0,1,1.0,1,1,0,0,0
1,26.0,3,11,5, ,3,5,1, ,2,50,2,25.0,9.0,34.0,,1900.0,1500.0,1900.0,1500.0,,,400.0,7.550135342488429,7.313886831633462,7.550135342488429,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1,0,1,26.0,25_34,1,0,0,0,1,0,0,0,0,0,1,11,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,1,0,0,34.0,25.0,9.0,1,0,0,,1,1,0,1,0,1,1,1900.0,1500.0,1900.0,7.550135342488429,7.313886831633462,7.550135342488429,12.905855182719739,2.6323099876084863,400.0,1,0.7894736842105263,0,0,0,0,0
2,66.0,2,9,3, ,3,5,1, ,5,998,2,40.0,,40.0,,2500.0,2500.0,3332.0,2500.0,,,,7.824445930877619,7.824445930877619,8.11162807830774,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,66.0,65_mas,0,1,0,1,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,2500.0,2500.0,3332.0,7.824445930877619,7.824445930877619,8.11162807830774,19.237875288683604,3.0075558630533608,0.0,0,1.0,1,0,0,0,0
2,37.0,1,12,2, ,3,5,1, ,5,998,2,40.0,,40.0,,3500.0,3500.0,4459.0,3500.0,,,,8.160803920954665,8.160803920954665,8.40290404501411,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,37.0,35_44,0,0,1,0,0,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,0,1,1,0,0,0,0,1,0,40.0,40.0,0.0,0,0,0,,1,1,0,1,0,1,1,3500.0,3500.0,4459.0,8.160803920954665,8.160803920954665,8.40290404501411,25.744803695150118,3.286340200085277,0.0,0,1.0,1,0,1,0,0
2,47.0,1,6,5, ,2, ,2,2,1,1,2,11.0,,11.0,,680.0,680.0,680.0,,680.0,,,6.523562306149512,6.523562306149512,6.523562306149512,5,2,1,2,2,2,2,2,2,2,2,10,6,0,0,0,0,0,1,1,0,47.0,45_54,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,1,0,0,0,1,0,0,11.0,11.0,0.0,1,0,0,,1,0,1,0,0,0,0,680.0,680.0,680.0,6.523562306149512,6.523562306149512,6.523562306149512,14.276716355238294,2.726329862427055,680.0,1,1.0,1,1,0,0,0
2,47.0,1,9,3, ,3,2, , ,5,998,2,25.0,,25.0,,2800.0,2800.0,2867.0,2800.0,,,,7.937731775260109,7.937731775260109,7.961370201719511,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,47.0,45_54,0,0,1,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,0,1,0,0,0,1,0,0,0,0,0,0,1,0,25.0,25.0,0.0,1,0,0,,1,1,0,0,1,1,1,2800.0,2800.0,2867.0,7.937731775260109,7.937731775260109,7.961370201719511,26.484988452655887,3.31363998117995,0.0,0,1.0,1,0,1,0,0
1,47.0,2,12,2, ,3,2, , ,5,998,2,35.0,,35.0,,2500.0,2500.0,2575.0,2500.0,,,,7.824445930877619,7.824445930877619,7.853993087224244,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,47.0,45_54,0,0,0,1,0,0,0,0,0,0,1,12,0,0,0,1,1,1,0,Posgrado,0,1,0,0,0,1,0,0,0,0,0,0,1,0,35.0,35.0,0.0,0,0,0,,1,1,0,0,1,1,1,2500.0,2500.0,2575.0,7.824445930877619,7.824445930877619,7.853993087224244,16.99109204882877,2.889876749223405,0.0,0,1.0,1,0,0,0,0
1,52.0,1,10,1, ,3,4,1, ,3,100,2,44.0,,44.0,,1700.0,1700.0,2126.0,1700.0,,,,7.438971592395862,7.438971592395862,7.662467815200237,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,52.0,45_54,0,0,1,0,0,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,0,1,0,0,0,0,1,0,44.0,44.0,0.0,0,0,0,,1,1,0,1,0,1,1,1700.0,1700.0,2126.0,7.438971592395862,7.438971592395862,7.662467815200237,11.158933445307579,2.4980641626014286,0.0,0,1.0,1,0,0,0,0
2,46.0,2,6,5, ,3,5,2,2,1,3,2,44.0,,44.0,,1039.0,1039.0,1039.0,866.0,,,,6.946975992135418,6.946975992135418,6.946975992135418,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,46.0,45_54,0,0,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,1,1,0,0,0,1,0,0,44.0,44.0,0.0,0,0,0,,1,0,1,1,0,1,1,1039.0,1039.0,1039.0,6.946975992135418,6.946975992135418,6.946975992135418,5.453495695989922,1.864621952366397,0.0,0,1.0,1,0,0,0,0
1,23.0,3,10,3, ,3,5,1, ,3,60,2,44.0,,44.0,,1200.0,1200.0,1200.0,1200.0,,,,7.090909822079984,7.090909822079984,7.090909822079984,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,23.0,14_24,1,0,0,0,1,0,0,0,0,0,1,10,0,0,0,1,1,1,0,Superior universitaria,0,1,0,0,0,0,1,1,0,0,0,0,1,0,44.0,44.0,0.0,0,0,0,,1,1,0,1,0,1,1,1200.0,1200.0,1200.0,7.090909822079984,7.090909822079984,7.090909822079984,6.298551333193365,1.987675880953275,0.0,0,1.0,1,0,0,0,0
2,41.0,3,6,5, ,2, ,3,2,1,1,2,30.0,,30.0,,760.0,760.0,760.0,,760.0,,,6.634633357861686,6.634633357861686,6.634633357861686,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,41.0,35_44,0,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,30.0,30.0,0.0,1,0,0,,1,0,1,1,0,1,1,760.0,760.0,760.0,6.634633357861686,6.634633357861686,6.634633357861686,5.850654349499615,1.9243441731862627,760.0,1,1.0,1,1,0,0,0
1,52.0,2,9,3, ,2, ,2,2,1,1,2,62.0,,62.0,,2500.0,2500.0,2500.0,,2300.0,,,7.824445930877619,7.824445930877619,7.824445930877619,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,52.0,45_54,0,0,0,1,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,Superior universitaria,1,0,0,0,0,0,0,1,0,0,0,1,0,0,62.0,62.0,0.0,0,1,1,,1,1,0,0,0,0,0,2500.0,2500.0,2500.0,7.824445930877619,7.824445930877619,7.824445930877619,9.31237428294718,2.333344560841976,2300.0,1,1.0,1,0,0,0,0
1,49.0,1,6,5, ,3,4,1, ,3,70,2,49.0,,49.0,,1600.0,1600.0,1999.0,1600.0,,,,7.378383712996714,7.378383712996714,7.600902459542082,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,49.0,45_54,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,0,1,0,0,0,0,0,1,0,0,0,0,1,0,49.0,49.0,0.0,0,1,0,,1,1,0,1,0,1,1,1600.0,1600.0,1999.0,7.378383712996714,7.378383712996714,7.600902459542082,9.421690154121695,2.343889226062512,0.0,0,1.0,1,0,0,0,0
1,26.0,1,8,2, ,3,5,2,2,1,6,2,27.0,,27.0,,1800.0,1800.0,1800.0,1800.0,,,,7.496097345175956,7.496097345175956,7.496097345175956,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,0,1,26.0,25_34,1,0,1,0,0,0,0,0,0,0,1,8,0,0,0,1,0,1,0,Superior no universitaria,0,1,0,0,0,0,1,1,0,0,0,1,0,0,27.0,27.0,0.0,1,0,0,,1,0,1,1,0,1,1,1800.0,1800.0,1800.0,7.496097345175956,7.496097345175956,7.496097345175956,15.396458814472672,2.797065385568001,0.0,0,1.0,1,0,0,0,0
2,40.0,1,6,5, ,2, ,3,2,1,1,2,50.0,,50.0,,1516.0,1516.0,1516.0,,1299.0,,,7.324489979348532,7.324489979348532,7.324489979348532,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0,1,0,40.0,35_44,0,0,1,0,0,0,0,0,0,0,1,6,0,1,0,0,0,0,0,Secundaria completa,1,0,0,0,0,0,0,0,1,0,1,1,0,0,50.0,50.0,0.0,0,1,0,,1,0,1,0,0,0,0,1516.0,1516.0,1516.0,7.324489979348532,7.324489979348532,7.324489979348532,7.002309468822171,2.0797301836215136,1299.0,1,1.0,1,0,0,0,0
