C207,C208,C203,C366,C366_1,C366_2,C310,C311,C312,C313,C317,C317A,C335,C318_T,C328_T,whoraT,C331,INGTOT,INGTOTP,ingtrabw,I339_1,I342,I345_1,I348,INGTOT_log,INGTOTP_log,INGTRABW_log,SEGURO1,C361_1,C361_5,C364_1,C364_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,whoraT_missing_flag,C318_T_missing_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,target_subempleo_horas
1,58.0,1,11,5, ,3,5,1, ,1,8,2,60.0,,60.0,,3390.0,3390.0,4140.0,3000.0,,,,8.128880142125638,8.128880142125638,8.328692583545568,1,1,2,1,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0
2,37.0,1,5,3, ,2, ,3,2,1,1,2,25.0,,25.0,,665.0,665.0,665.0,,645.0,,,6.501289670540389,6.501289670540389,6.501289670540389,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1
1,19.0,3,10,1, ,9, ,3,2,1,2, ,46.0,,46.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,60.0,1,9,3, ,9, ,2,2,1,4, ,72.0,,72.0,,,,,,,,,,,,1,1,2,2,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0
1,25.0,3,10,2, ,9, ,2,2,1,4, ,16.0,,16.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,24.0,3,10,4, ,3,5,2,1,2,25,2,13.0,10.0,23.0,,537.0,537.0,537.0,433.0,,,,6.2878585601617845,6.2878585601617845,6.2878585601617845,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1
1,59.0,1,6,5, ,3,2, , ,5,9998,2,46.0,,46.0,,2100.0,2100.0,2604.0,2100.0,,,,7.650168700845001,7.650168700845001,7.865187954187467,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,61.0,2,3,4, ,2, ,3,2,1,1,2,42.0,,42.0,,403.0,403.0,403.0,,403.0,,,6.001414877961151,6.001414877961151,6.001414877961151,1,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1
1,29.0,3,10,1, ,2, ,3,2,1,1,2,36.0,,36.0,,1700.0,1700.0,1700.0,,1700.0,,,7.438971592395862,7.438971592395862,7.438971592395862,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,24.0,3,8,1, ,2, ,3,2,1,1,2,59.0,,59.0,,1700.0,1700.0,1700.0,,1700.0,,,7.438971592395862,7.438971592395862,7.438971592395862,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,47.0,2,6,5, ,3,5,1, ,3,100,1,48.0,8.0,56.0,,1050.0,1050.0,1176.0,1050.0,,,,6.957497370876951,6.957497370876951,7.0707241072602764,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,20.0,3,6,5, ,3,4,1, ,3,80,2,48.0,,48.0,,1300.0,1300.0,1371.0,1300.0,,,,7.170888478512505,7.170888478512505,7.22402480828583,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,39.0,1,6,5, ,3,5,1, ,4,300,2,50.0,,50.0,,1500.0,1500.0,2000.0,1500.0,,,,7.313886831633462,7.313886831633462,7.601402334583733,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,69.0,1,5,1, ,2, ,3,2,1,1,2,77.0,,77.0,,600.0,600.0,600.0,,600.0,,,6.398594934535208,6.398594934535208,6.398594934535208,6,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,67.0,2,4,5, ,2, ,3,2,1,1,2,76.0,,76.0,,1149.0,1149.0,1149.0,,999.0,,,7.047517221357296,7.047517221357296,7.047517221357296,5,2,1,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0
1,28.0,5,11,5, ,3,5,2,1,1,4,2,45.0,,45.0,,1025.0,1025.0,1025.0,1025.0,,,,6.933423025730715,6.933423025730715,6.933423025730715,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1
1,49.0,1,6,5, ,2, ,2,2,1,2,2,60.0,,60.0,,2330.0,2330.0,2330.0,,2330.0,,,7.754052639035757,7.754052639035757,7.754052639035757,6,2,2,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0
2,51.0,2,4, ,6,4, ,2,2,1,2, ,31.0,,31.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0
2,35.0,1,6,5, ,3,4,1, ,5,998,2,32.0,,48.0,48.0,1200.0,1200.0,1200.0,1200.0,,,,7.090909822079984,7.090909822079984,7.090909822079984,1,1,2,2,1,2,2,2,2,2,2,10,9,0,0,0,0,0,1
2,47.0,1,6,5, ,3,5,3,2,1,2,2,54.0,,54.0,,1083.0,1083.0,1083.0,1083.0,,,,6.988413181999592,6.988413181999592,6.988413181999592,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,19.0,3,6,5, ,3,5,3,2,1,3,2,60.0,,60.0,,1599.0,1599.0,1599.0,1299.0,,,,7.377758908227872,7.377758908227872,7.377758908227872,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,25.0,1,11,5, ,3,5,1, ,4,500,2,40.0,,40.0,,3500.0,3500.0,3917.0,3500.0,,,,8.160803920954665,8.160803920954665,8.273336598504486,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,47.0,1,3, ,3,2, ,3,2,1,1,2,24.0,,24.0,,600.0,600.0,600.0,,600.0,,,6.398594934535208,6.398594934535208,6.398594934535208,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0
1,18.0,3,5,4, ,3,5,2,2,1,7,2,48.0,,48.0,,1879.0,1879.0,1879.0,1429.0,,,,7.539027055823995,7.539027055823995,7.539027055823995,5,2,1,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0
2,41.0,2,9,3, ,3,5,1, ,3,100,1,48.0,,48.0,,1025.0,1025.0,1042.0,1025.0,,,,6.933423025730715,6.933423025730715,6.949856455000773,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,37.0,1,8,2, ,9, ,3,2,1,3, ,36.0,,36.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,37.0,1,10,1, ,3,5,1, ,2,41,2,40.0,,40.0,,2790.0,2790.0,3632.0,2400.0,,,,7.934155233536322,7.934155233536322,8.197814032221203,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,39.0,2,9,3, ,3,5,1, ,1,3,2,8.0,,30.0,30.0,1100.0,1100.0,1284.0,1100.0,,,,7.00397413672268,7.00397413672268,7.158513997329321,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,28.0,1,6,5, ,2, ,3,2,1,1,2,12.0,,12.0,,820.0,820.0,820.0,,820.0,,,6.710523109452428,6.710523109452428,6.710523109452428,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,51.0,1,11,5, ,2, ,2,2,1,1,2,6.0,,6.0,,433.0,433.0,433.0,,433.0,,,6.073044534100405,6.073044534100405,6.073044534100405,2,2,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,42.0,2,11,5, ,2, ,2,2,1,1,2,70.0,,70.0,,3000.0,3000.0,3000.0,,3000.0,,,8.006700845440367,8.006700845440367,8.006700845440367,2,2,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,56.0,1,11,5, ,3,5,1, ,2,30,2,48.0,,48.0,,2500.0,2500.0,2608.0,2500.0,,,,7.824445930877619,7.824445930877619,7.866722285136729,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,58.0,2,10,2, ,1, ,2,1,1,4,2,24.0,,72.0,72.0,1950.0,1950.0,1950.0,,1950.0,,,7.576097340623111,7.576097340623111,7.576097340623111,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,18.0,3,10,1, ,3,5,2,1,1,4,1,27.0,,27.0,,500.0,500.0,500.0,500.0,,,,6.2166061010848646,6.2166061010848646,6.2166061010848646,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,21.0,11,6,5, ,3,5,2,1,1,4,2,24.0,24.0,48.0,,650.0,300.0,650.0,300.0,,350.0,,6.478509642208569,5.707110264748875,6.478509642208569,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,43.0,1,6,5, ,3,5,1, ,2,40,2,28.0,,48.0,48.0,950.0,950.0,1077.0,950.0,,,,6.85751406254539,6.85751406254539,6.982862751468942,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,19.0,3,10,2, ,3,5,1, ,4,300,2,48.0,,48.0,,1420.0,1420.0,1520.0,1420.0,,,,7.259116128097101,7.259116128097101,7.327123292259293,1,1,2,1,2,2,2,2,2,2,2,10,9,0,0,0,0,0,0
2,39.0,2,4, ,6,3,2, , ,5,9998,2,48.0,,48.0,,1075.0,1075.0,1185.0,1025.0,,,,6.98100574072173,6.98100574072173,7.078341579557671,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,62.0,1,5,2, ,3,5,1, ,2,25,2,0.0,,56.0,56.0,1932.0,1932.0,2548.0,1732.0,,,,7.566828479208331,7.566828479208331,7.8434564043761155,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,29.0,5,5,3, ,3,5,1, ,1,8,1,45.0,,45.0,,953.0,953.0,953.0,953.0,,,,6.860663671448287,6.860663671448287,6.860663671448287,1,1,2,1,2,2,2,2,2,2,2,10,8,0,0,0,0,0,0
1,37.0,2,4, ,6,3,5,1, ,3,100,2,84.0,,84.0,,3464.0,3464.0,3464.0,3464.0,,,,8.150467911624004,8.150467911624004,8.150467911624004,5,2,1,2,1,2,2,2,2,2,2,10,9,0,0,0,0,0,0
2,19.0,3,6,5, ,1, ,3,2,1,3,2,54.0,,54.0,,1700.0,1700.0,1700.0,,1700.0,,,7.438971592395862,7.438971592395862,7.438971592395862,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,51.0,1,6,5, ,3,4,1, ,1,4,2,60.0,,60.0,,1980.0,1980.0,2063.0,1800.0,,,,7.591357046698551,7.591357046698551,7.632401126601453,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,41.0,1,6,5, ,3,5,1, ,5,3000,2,48.0,,48.0,,1800.0,1800.0,2275.0,1800.0,,,,7.496097345175956,7.496097345175956,7.730174795246222,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,34.0,2,9,3, ,3,5,1, ,5,700,2,48.0,,48.0,,1400.0,1400.0,1917.0,1400.0,,,,7.244941546337007,7.244941546337007,7.559038255443384,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,35.0,1,6,5, ,2, ,3,2,1,1,1,48.0,,48.0,,2100.0,2100.0,2100.0,,2100.0,,,7.650168700845001,7.650168700845001,7.650168700845001,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,29.0,2,5,1, ,3,5,1, ,1,10,2,42.0,,42.0,,1385.0,1385.0,1703.0,1025.0,,,,7.234177179749849,7.234177179749849,7.440733707389261,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,60.0,1,6,5, ,4, ,3,2,1,3, ,98.0,,98.0,,,,,,,,,,,,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,50.0,2,6,5, ,2, ,2,2,1,3,2,98.0,,98.0,,766.0,766.0,766.0,,766.0,,,6.642486801367256,6.642486801367256,6.642486801367256,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,19.0,3,10,1, ,4, ,3,2,1,3, ,21.0,,21.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,40.0,1,5,3, ,2, ,3,2,1,1,1,4.0,,4.0,,1552.0,1552.0,1552.0,,1465.0,,,7.347943823148687,7.347943823148687,7.347943823148687,6,2,2,1,2,2,2,2,2,2,2,10,5,0,0,0,0,0,1
1,22.0,3,6,5, ,3,5,1, ,3,90,2,56.0,,56.0,,1025.0,1025.0,1025.0,1025.0,,,,6.933423025730715,6.933423025730715,6.933423025730715,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,69.0,6,5,3, ,2, ,3,2,1,1,1,21.0,,21.0,,607.0,607.0,607.0,,607.0,,,6.410174881966167,6.410174881966167,6.410174881966167,5,2,1,2,2,1,2,2,2,2,2,10,8,0,0,0,0,0,1
1,38.0,2,6,5, ,3,5,3,2,1,3,1,44.0,,44.0,,1299.0,1299.0,1299.0,1039.0,,,,7.170119543449628,7.170119543449628,7.170119543449628,5,2,1,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,1
2,47.0,1,5,3, ,2, ,3,2,1,1,1,9.0,,9.0,,260.0,260.0,260.0,,260.0,,,5.564520407322694,5.564520407322694,5.564520407322694,5,2,1,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0
1,19.0,3,6,5, ,3,5,1, ,5,600,2,48.0,10.0,58.0,,1650.0,1450.0,1650.0,1350.0,,,200.0,7.409136443920128,7.280008252884188,7.409136443920128,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,26.0,3,6,5, ,3,5,1, ,5,600,2,48.0,,48.0,,1025.0,1025.0,1195.0,1025.0,,,,6.933423025730715,6.933423025730715,7.086737934510577,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,34.0,1,6,5, ,3,5,1, ,5,1000,2,35.0,25.0,43.0,43.0,1708.0,1408.0,1745.0,1200.0,,,300.0,7.443663683115591,7.25063551189868,7.465082736399547,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,33.0,1,6,5, ,3,5,1, ,4,400,2,45.0,,45.0,,1325.0,1325.0,1890.0,1125.0,,,,7.189922170745808,7.189922170745808,7.544861068658458,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,39.0,1,10,3, ,3,5,1, ,1,12,2,45.0,,45.0,,2815.0,2815.0,2815.0,2815.0,,,,7.943072717277933,7.943072717277933,7.943072717277933,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,39.0,2,6,5, ,2, ,3,2,1,1,2,3.0,,3.0,,272.0,272.0,272.0,,168.0,,,5.60947179518496,5.60947179518496,5.60947179518496,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,61.0,1,9,3, ,6, , , ,1,2,1,32.0,,32.0,,641.0,641.0,641.0,433.0,,,,6.464588303689961,6.464588303689961,6.464588303689961,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,24.0,1,4, ,6,3,5,3,2,1,5,2,72.0,,72.0,,1039.0,1039.0,1039.0,1039.0,,,,6.946975992135418,6.946975992135418,6.946975992135418,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,36.0,1,4, ,6,3,2, , ,5,9998,2,48.0,28.0,76.0,,1025.0,1025.0,1100.0,1025.0,,,,6.933423025730715,6.933423025730715,7.00397413672268,1,1,2,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
2,63.0,2,6,5, ,3,5,2,2,1,5,2,40.0,,48.0,48.0,1579.0,1579.0,1579.0,1039.0,,,,7.365180126021013,7.365180126021013,7.365180126021013,1,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1
1,44.0,1,4, ,6,2, ,2,2,1,1,2,13.0,,30.0,30.0,1850.0,1850.0,1850.0,,1850.0,,,7.523481312573497,7.523481312573497,7.523481312573497,5,2,1,1,2,2,2,2,2,2,2,10,6,0,0,0,0,0,1
2,33.0,2,8,2, ,3,5,3,2,1,3,1,18.0,28.0,46.0,,541.0,411.0,541.0,411.0,,,50.0,6.295266001439646,6.021023349349527,6.295266001439646,5,2,1,2,1,2,2,2,2,2,2,10,1,0,0,0,0,0,0
1,42.0,1,6,5, ,3,5,1, ,1,15,2,80.0,,80.0,,1200.0,1200.0,1200.0,1200.0,,,,7.090909822079984,7.090909822079984,7.090909822079984,6,2,2,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
1,65.0,1,10,4, ,2, ,1, ,1,1,2,38.0,,38.0,,8000.0,8000.0,8000.0,,8000.0,,,8.987321812850125,8.987321812850125,8.987321812850125,4,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0
1,57.0,1,10,4, ,3,5,1, ,1,10,2,48.0,,48.0,,3500.0,3500.0,3500.0,3500.0,,,,8.160803920954665,8.160803920954665,8.160803920954665,4,2,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,45.0,1,9,3, ,1, ,1, ,1,6,2,40.0,,40.0,,1500.0,1500.0,1500.0,,1500.0,,,7.313886831633462,7.313886831633462,7.313886831633462,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,53.0,1,9,3, ,4, ,2,2,1,2, ,18.0,,18.0,,,,,,,,,,,,6,2,2,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0
1,29.0,3,10,1, ,2, ,2,2,1,2,2,50.0,,50.0,,1365.0,1365.0,1365.0,,1365.0,,,7.219642040130735,7.219642040130735,7.219642040130735,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,58.0,1,4,5, ,2, ,2,2,1,2,2,48.0,,48.0,,1100.0,1100.0,1100.0,,1100.0,,,7.00397413672268,7.00397413672268,7.00397413672268,5,2,1,2,2,2,2,2,2,2,2,1,7,0,0,0,0,0,0
2,53.0,2,4,5, ,2, ,2,2,1,2,2,48.0,,48.0,,1210.0,1210.0,1210.0,,1150.0,,,7.099201743553092,7.099201743553092,7.099201743553092,5,2,1,2,2,2,2,2,2,2,2,1,7,0,0,0,0,0,0
1,18.0,3,8,1, ,4, ,2,2,1,2, ,26.0,14.0,40.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,34.0,3,11,5, ,3,2, , ,5,9998,2,30.0,,30.0,,1400.0,1400.0,1400.0,1400.0,,,,7.244941546337007,7.244941546337007,7.244941546337007,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,34.0,4,11,5, ,3,2, , ,5,9998,2,60.0,8.0,68.0,,4260.0,3410.0,4594.0,3410.0,,850.0,,8.357259153499912,8.134760782418645,8.432724034789787,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,31.0,1,9,3, ,3,2, , ,5,9998,2,36.0,,36.0,,1200.0,1200.0,1250.0,1200.0,,,,7.090909822079984,7.090909822079984,7.131698510466912,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,30.0,2,11,5, ,3,4,1, ,4,120,1,54.0,,54.0,,1500.0,1500.0,1625.0,1500.0,,,,7.313886831633462,7.313886831633462,7.3938782901077555,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,45.0,3,10,2, ,2, ,3,2,1,1,2,36.0,,36.0,,1100.0,1100.0,1100.0,,1100.0,,,7.00397413672268,7.00397413672268,7.00397413672268,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,41.0,2,6,5, ,3,5,1, ,1,4,2,55.0,,55.0,,1500.0,1500.0,1875.0,1500.0,,,,7.313886831633462,7.313886831633462,7.53689712956617,1,1,2,2,1,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,40.0,1,10,1, ,3,2, , ,5,9998,2,48.0,8.0,56.0,,3140.0,2240.0,3190.0,2000.0,,,900.0,8.052296499538647,7.714677473800927,8.068089626278244,1,1,2,1,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0
2,39.0,2,9,3, ,3,5,1, ,1,3,2,48.0,,48.0,,1500.0,1500.0,1500.0,1500.0,,,,7.313886831633462,7.313886831633462,7.313886831633462,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,38.0,3,6,5, ,3,5,2,2,1,2,2,72.0,,72.0,,1200.0,1200.0,1200.0,1200.0,,,,7.090909822079984,7.090909822079984,7.090909822079984,1,1,2,2,2,2,2,2,2,2,2,10,5,0,0,0,0,0,0
1,19.0,5,6,5, ,3,5,3,2,1,7,2,66.0,,66.0,,1860.0,1860.0,1860.0,1600.0,,,,7.528869256642251,7.528869256642251,7.528869256642251,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,32.0,1,6,5, ,3,5,1, ,1,4,1,44.0,,44.0,,1256.0,1256.0,1256.0,1256.0,,,,7.136483208590247,7.136483208590247,7.136483208590247,6,2,2,2,2,2,2,2,2,2,2,10,6,0,0,0,0,0,0
1,59.0,1,5,3, ,3,5,2,2,1,5,2,45.0,,45.0,,2235.0,2235.0,2235.0,2165.0,,,,7.71244383427499,7.71244383427499,7.71244383427499,6,2,2,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
2,63.0,1,1, , ,4, ,3,2,1,3, ,22.0,,22.0,,,,,,,,,,,,5,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0
2,37.0,3,6,5, ,3,5,1, ,2,40,2,40.0,,40.0,,1500.0,1500.0,1875.0,1500.0,,,,7.313886831633462,7.313886831633462,7.53689712956617,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0
2,34.0,3,6,5, ,3,5,1, ,5,9998,2,24.0,28.0,60.0,60.0,3100.0,1800.0,3435.0,1800.0,,,950.0,8.03947991910045,7.496097345175956,8.142063283104147,1,1,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0
1,32.0,3,6,5, ,3,5,3,2,1,10,2,63.0,,63.0,,1949.0,1949.0,1949.0,1949.0,,,,7.575584651557793,7.575584651557793,7.575584651557793,5,2,1,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1
1,27.0,3,6,5, ,3,5,1, ,1,15,2,44.0,,44.0,,2382.0,2382.0,2382.0,2382.0,,,,7.776115477098742,7.776115477098742,7.776115477098742,5,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,24.0,3,6,5, ,3,4,1, ,2,21,2,24.0,8.0,72.0,72.0,1350.0,1300.0,1462.0,1300.0,,50.0,,7.208600337960199,7.170888478512505,7.288244401020124,1,1,2,2,1,2,2,2,2,2,2,10,5,0,0,0,0,0,0
2,20.0,3,9,3, ,3,5,3,2,1,4,2,24.0,,48.0,48.0,866.0,866.0,866.0,866.0,,,,6.765038976780541,6.765038976780541,6.765038976780541,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,15.0,5,5,3, ,4, ,3,2,1,3, ,20.0,,20.0,,,,,,,,,,,,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,29.0,1,6,5, ,2, ,3,2,1,1,1,36.0,,36.0,,1250.0,1250.0,1250.0,,1250.0,,,7.131698510466912,7.131698510466912,7.131698510466912,1,1,2,2,1,2,2,2,2,2,2,1,7,0,0,0,0,0,0
2,44.0,1,6,5, ,3,5,3,2,1,3,2,41.0,,41.0,,1083.0,1083.0,1083.0,1083.0,,,,6.988413181999592,6.988413181999592,6.988413181999592,5,2,1,1,2,2,2,2,2,2,2,1,7,0,0,0,0,0,0
2,20.0,3,8,2, ,2, ,3,2,1,1,2,9.0,,9.0,,680.0,680.0,680.0,,500.0,,,6.523562306149512,6.523562306149512,6.523562306149512,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,24.0,3,9,3, ,3,5,1, ,4,180,2,32.0,,48.0,48.0,1980.0,1980.0,2475.0,1980.0,,,,7.591357046698551,7.591357046698551,7.814399633804487,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,57.0,3,11,5, ,3,5,1, ,4,300,2,0.0,,35.0,35.0,2500.0,2500.0,3124.0,2500.0,,,,7.824445930877619,7.824445930877619,8.047189562170502,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,59.0,4,10,2, ,2, ,3,2,1,1,2,70.0,,70.0,,1100.0,1100.0,1100.0,,1100.0,,,7.00397413672268,7.00397413672268,7.00397413672268,1,1,2,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,32.0,5,12,2, ,1, ,2,1,1,4,2,35.0,,48.0,48.0,3000.0,3000.0,3000.0,,3000.0,,,8.006700845440367,8.006700845440367,8.006700845440367,2,2,1,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,29.0,5,11,5, ,3,5,1, ,1,10,2,20.0,20.0,40.0,,7825.0,1025.0,7825.0,1025.0,,,6800.0,8.965206802770357,6.933423025730715,8.965206802770357,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0
1,32.0,11,10,2, ,3,5,1, ,4,200,2,24.0,2.0,42.0,42.0,3200.0,2900.0,3899.0,2800.0,,,300.0,8.071218539969863,7.972810784121404,8.268731832117737,1,1,2,1,2,2,2,2,2,2,2,10,6,0,0,0,0,0,0
1,67.0,1,4,5, ,2, ,3,2,1,1,2,24.0,,48.0,48.0,2000.0,2000.0,2000.0,,2000.0,,,7.601402334583733,7.601402334583733,7.601402334583733,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
2,62.0,2,6,5, ,2, ,3,2,1,1,2,52.0,,52.0,,704.0,704.0,704.0,,554.0,,,6.558197802812269,6.558197802812269,6.558197802812269,6,2,2,2,2,2,2,2,2,2,2,10,1,0,0,0,0,0,0
1,35.0,3,10,4, ,3,5,1, ,5,1200,2,32.0,,48.0,48.0,2300.0,2300.0,2300.0,2000.0,,,,7.741099090035366,7.741099090035366,7.741099090035366,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
1,30.0,3,11,5, ,3,5,1, ,1,20,2,24.0,,40.0,40.0,1700.0,1700.0,1700.0,1700.0,,,,7.438971592395862,7.438971592395862,7.438971592395862,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
2,60.0,2,4,5, ,2, ,3,2,1,1,2,72.0,,84.0,84.0,450.0,450.0,450.0,,450.0,,,6.111467339502679,6.111467339502679,6.111467339502679,6,2,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,1
1,36.0,1,6,5, ,2, ,3,2,1,1,1,12.0,,48.0,48.0,1518.0,1518.0,1518.0,,1518.0,,,7.325807502595773,7.325807502595773,7.325807502595773,6,2,2,1,2,2,2,2,2,2,2,10,1,0,0,0,0,0,1
1,41.0,1,6,5, ,3,5,3,2,1,5,2,27.0,,48.0,48.0,1559.0,1559.0,1559.0,1559.0,,,,7.352441100243583,7.352441100243583,7.352441100243583,5,2,1,2,2,2,2,2,2,2,2,10,7,0,0,0,0,0,1
1,61.0,1,12,2, ,3,5,1, ,5,3000,2,48.0,,48.0,,30000.0,30000.0,35283.0,30000.0,,,,10.308985993422082,10.308985993422082,10.471184882378658,3,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,1,1,0
2,25.0,3,11,5, ,3,5,1, ,2,50,2,48.0,,48.0,,2500.0,2500.0,2916.0,2500.0,,,,7.824445930877619,7.824445930877619,7.978310969867722,1,1,2,1,2,2,2,2,2,2,2,10,7,0,0,0,0,0,0
