ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_ond24,fa_efm24,fa_amj24,fa_jas24,C208_num,OCUP300_num,P209H_num,target_subempleo_horas
2024,4,1965102,1,48,1,1,20230419651021000704,1,1,1,1,2, ,1,62,1,1,10,5,1961,1, , , , , , , , , , , , , , , ,7322,3100,2, ,2,2,1,1,0,6,6,4,6,6,8,36, ,36,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,7,5, ,2,2,2,2,2,2,10,7,1, , ,1100, , , , , , ,1100,1100,1100,1,,,1100.98488022339,,62.0,1.0,2.0,0
2024,4,1965102,1,48,1,1,20230419651021000704,1,3,3,1,2, ,1,32,3,3,17,5,1991,1, , , , , , , , , , , , , , , ,9121,5510,3,5,1, ,3,60,8,8,8,8,8,8,8,56, ,56,1, ,1,2,2,2,4,1400, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1400, , , , , , , ,166,1400,1400,1566,1,,,1176.52343260873,,32.0,1.0,2.0,0
2024,4,1965102,1,48,1,1,20230419651021000704,1,4,3,1,2, ,1,29,4,4,31,8,1994,1, , , , , , , , , , , , , , , ,3513,6202,3,5,1, ,4,150,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,2000, , , , , , , ,166,2000,2000,2166,1,,,1176.52343260873,,29.0,1.0,2.0,0
2024,4,1965102,1,48,1,1,20230419651021000704,1,5,3,1,2, ,1,24,5,5,18,10,1999,1, , , , , , , , , , , , , , , ,3322,7830,3,5,1, ,5,800,8,0,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1200, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1,1200, , , , , , , ,42,1200,1200,1242,1,,,1037.84166012114,,24.0,1.0,2.0,0
2024,4,19959,1,41,1,1,202301199591004000,1,3,3,1,2, ,1,39,3,3,5,5,1984,1, , , , , , , , , , , , , , , ,2511,6202,3,5,1, ,2,50,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,3000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3000, , , , , , , ,917,3000,3000,3917,1,,,1006.73682429908,,39.0,1.0,2.0,0
2024,4,2018701,1,35,1,1,20230420187010998272,1,2,2,1,2, ,1,44,2,2,21,8,1979,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,0,10,10,10,10,10,10,60,17,77,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,1,1,1, , ,1582, , , , , , ,1582,1582,1582,1,,,1399.90189150282,,44.0,1.0,2.0,0
2024,4,27098,1,35,1,1,202401270981003008,1,1,1,1,2, ,2,40,1,1,15,8,1983,1, , , , , , , , , , , , , , , ,2143,9499,3,5,1, ,3,100,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,10000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,10000, , , , , , , ,2499,10000,10000,12499,1,,,1136.93659597827,,40.0,1.0,2.0,0
2024,4,27098,1,35,1,1,202401270981003008,1,2,2,1,2, ,1,44,2,1,19,4,1980,1, , , , , , , , , , , , , , , ,3339,7310,2, ,2,2,1,1,0,7,7,7,7,7,0,35, ,35,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,3,1,4,2, ,1,4,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,6,1, , ,4900, , , , , , ,4900,4900,4900,1,,,1078.0915238302,,44.0,1.0,2.0,0
2024,4,26784,1,123,1,1,202401267841012000,1,2,2,1,2, ,2,63,2,2,9,5,1960,1, , , , , , , , , , , , , , , ,2330,8521,3,2, , ,5,998,0,6,6,6,6,6,0,30, ,30,1, ,1,1,1,2,4,2250, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,1,1,1,2250, , , , , , , ,50,2250,2250,2300,1,,,869.956292242826,,63.0,1.0,1.0,1
2024,4,26784,1,124,1,1,202401267841012000,1,1,1,1,2, ,2,59,1,1,13,10,1964,1, , , , , , , , , , , , , , , ,3221,8610,3,2, , ,5,998,12,12,0,0,0,12,0,36, ,36,1, ,1,1,1,2,4,4000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,4000, , , , , , , ,500,4000,4000,4500,1,,,869.956292242826,,59.0,1.0,1.0,1
2024,4,26784,1,124,1,1,202404267841012000,1,2,3,1,2, ,2,23,2,2,27,5,2000,1, , , , , , , , , , , , , , , ,9629,9609,2, ,3,2,1,1,0,12,0,0,12,0,0,24,13,37,1, ,2, ,2,2, , , , , ,500, , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,1, , ,1260, ,500, , , ,13,1760,1260,1773,1,,,1021.50448729652,,23.0,1.0,2.0,0
2024,4,2685801,1,36,1,1,20240426858011000832,1,1,1,1,2, ,1,23,1,1,16,5,2000,1, , , , , , , , , , , , , , , ,3314,4530,1, ,1, ,1,8,6,9,9,9,9,9,0,51, ,51,2,45,2, ,2,2, , , ,5000, , , , , , , , , , , , ,1,3,1,2,1,2,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,9,1, , ,5000, , , , , , ,5000,5000,5000,1,,,865.038595680407,,23.0,1.0,2.0,0
2024,4,28725,1,23,1,1,202304287251001984,1,1,1,1,2, ,1,44,1,2,4,7,1979,1, , , , , , , , , , , , , , , ,9629,8299,2, ,3,2,1,1,0,8,8,8,8,9,0,41, ,41,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,2548, , , , , , ,2548,2548,2548,1,,,961.930371565025,,44.0,1.0,2.0,0
2024,4,28725,1,23,1,1,202304287251001984,1,2,2,1,2, ,2,34,2,2,26,9,1989,1, , , , , , , , , , , , , , , ,9629,8299,2, ,3,2,1,1,0,6,7,7,8,7,0,35, ,40,2,40,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,2548, , , , , , ,2548,2548,2548,1,,,1014.43506236814,,34.0,1.0,2.0,0
2024,4,29344,1,91,1,1,202401293441008992,1,5,5,1,2, ,2,20,5,5,6,11,2003,1, , , , , , , , , , , , , , , ,9629,6311,2, ,3,2,1,1,0,0,2,0,2,0,0,4, ,4,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1, , ,90, , , , , , ,90,90,90,1,,,1186.2564502253,,20.0,1.0,2.0,0
2024,4,29344,1,92,1,1,202401293441008992,1,1,1,1,2, ,1,54,1,1,19,9,1969,1, , , , , , , , , , , , , , , ,9411,5630,2, ,3,2,1,1,8,8,8,8,8,8,8,56, ,56,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,1,2,10,1,1, , ,450,90, , , , , ,540,540,540,1,,,1188.89591768992,,54.0,1.0,2.0,0
2024,4,17959,1,121,1,1,202404179591012000,1,2,2,1,2, ,1,71,2,2,5,5,1952,1, , , , , , , , , , , , , , , ,9129,4730,2, ,1, ,1,1,0,0,0,0,6,0,0,6, ,6,1, ,1,1,1,1, , , ,50, , , , , , , , , , , , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , ,50, , , , , , ,50,50,50,1,,,536.584513274097,,71.0,1.0,1.0,1
2024,4,17959,1,121,1,1,202404179591012000,1,3,3,1,2, ,1,41,3,3,12,11,1982,1, , , , , , , , , , , , , , , ,9333,5224,2, ,3,2,1,1,12,0,0,0,0,0,0,12, ,12,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1, , ,70, , , , , , ,70,70,70,1,,,573.399566862206,,41.0,1.0,1.0,1
2024,4,17959,1,123,1,1,202404179591012000,1,2,2,1,2, ,1,43,2,2,9,8,1980,1, , , , , , , , , , , , , , , ,7221,2511,3,5,1, ,3,100,0,8,8,8,8,8,4,44, ,44,1, ,1,1,1,2,4,1200,10, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,8,1, ,2,2,2,2,2,2,10,7,1,1200,300, , , , , , ,264,1500,1500,1764,1,,,573.399566862206,,43.0,1.0,1.0,1
2024,4,17959,1,124,1,1,202404179591012000,1,1,1,1,2, ,1,40,1,1,20,6,1983,1, , , , , , , , , , , , , , , ,2511,5210,3,5,1, ,4,110,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,3500, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,2,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3500, , , , , , , ,876,3500,3500,4376,1,,,573.399566862206,,40.0,1.0,2.0,0
2024,4,17262,1,39,1,1,202404172621003008,1,5,11,1,2, ,2,48,5,5,25,5,1975,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,2,0,8,9,8,9,8,8,50, ,50,1, ,1,2,2,2,4,1050,20, , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,5,2,2,2,2,2,2,10,6,1,1050,600, , , , , , , ,1650,1650,1650,1,,,322.630110639428,,48.0,1.0,2.0,0
2024,4,17262,1,39,1,1,202404172621003008,1,6,11,1,2, ,2,23,6,6,9,6,2000,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,1,0,9,9,9,9,9,0,45, ,45,1, ,2, ,2,2,4,1100,25, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,1100,750, , , , , , ,25,1850,1850,1875,1,,,378.832946774247,,23.0,1.0,2.0,0
2024,4,17262,1,39,1,1,202404172621003008,1,2,2,1,2, ,1,33,2,2,9,10,1990,1, , , , , , , , , , , , , , , ,4110,1512,3,5,1, ,2,40,0,8,8,8,8,8,4,44, ,44,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1,1025, , , , , , , ,220,1025,1025,1245,1,,,405.725419165275,,33.0,1.0,2.0,0
2024,4,17447,1,133,1,1,202404174471012992,1,2,2,1,2, ,1,61,2,2,12,11,1962,1, , , , , , , , , , , , , , , ,9629,9609,2, ,3,2,1,1,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,750, , , , , , ,750,750,750,1,,,445.299845661211,,61.0,1.0,2.0,0
2024,4,17447,1,133,2,1,202404174471012992,1,1,1,1,2, ,1,55,1,1,3,4,1969,1, , , , , , , , , , , , , , , ,9629,7830,3,4,1, ,1,8,0,8,8,8,8,8,4,44, ,44,1, ,2, ,2,2,3,600, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1200, , , , , , , , ,1200,1200,1200,1,,,445.299845661211,,55.0,1.0,2.0,0
2024,4,17447,1,134,1,1,202404174471012992,1,2,3,1,2, ,1,28,2,2,2,4,1996,1, , , , , , , , , , , , , , , ,3422,9312,3,5,1, ,1,18,0,3,0,3,0,3,0,9,2,11,1, ,1,1,1,2,4,1200, , , , , ,800, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,5,1,1200, , , , ,800, , , ,2000,1200,2000,1,,,475.851859883097,,28.0,1.0,1.0,1
2024,4,25034,1,52,1,1,202404250341004992,1,1,1,1,2, ,2,52,1,1,13,12,1971,1, , , , , , , , , , , , , , , ,5120,5610,2, ,3,2,1,1,0,8,8,8,0,0,0,24, ,48,2,48,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,5,1, ,2,2,2,2,2,2,1,7,1, , ,943,20, , , , , ,963,963,963,1,,,637.96794783067,,52.0,1.0,2.0,0
2024,4,1796902,1,50,1,1,20240417969021001728,1,1,1,1,2, ,2,42,1,1,25,1,1982,1, , , , , , , , , , , , , , , ,9321,1709,3,5,1, ,4,200,0,7,7,7,7,7,7,42, ,42,1, ,1,1,1,2,4,1300, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1,1300, , , , , , , ,976,1300,1300,2276,1,,,552.249229222273,,42.0,1.0,1.0,1
2024,4,1796902,1,50,1,1,20240417969021001728,1,2,3,1,2, ,1,23,2,2,26,3,2001,1, , , , , , , , , , , , , , , ,2359,8549,3,5,1, ,1,12,0,5,5,5,0,0,0,15,3,18,1, ,1,1,1,2,4,1100, , , , , ,300, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,1,2,2, ,2, ,1,5,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,6,1,1100, , , , ,300, , , ,1400,1100,1400,1,,,461.93941760262,,23.0,1.0,1.0,1
2024,4,1796902,1,55,1,1,20240417969021001728,1,1,1,1,2, ,2,43,1,1,15,10,1980,1, , , , , , , , , , , , , , , ,3322,1312,3,5,1, ,4,150,0,8,8,10,10,10,0,46,5,51,1, ,2, ,2,2,4,1300, , , , , ,2000, , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1300, , , , ,2000, , , ,3300,1300,3300,1,,,552.249229222273,,43.0,1.0,2.0,0
2024,4,1796902,1,55,1,1,20240417969021001728,1,3,3,1,2, ,2,26,3,3,18,2,1998,1, , , , , , , , , , , , , , , ,9535,4782,2, ,3,2,1,2,0,0,0,0,1,0,1,2,18,20,1, ,1,2,2,2, , , , , , , ,300,48, , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,1, , ,25,50, ,300, ,48, ,423,75,423,1,,,552.249229222273,,26.0,1.0,2.0,0
2024,4,1796902,1,55,1,1,20240417969021001728,1,4,4,1,2, ,1,24,4,4,10,7,1999,1, , , , , , , , , , , , , , , ,5230,4711,3,5,1, ,5,9998,8,8,0,8,8,8,8,48, ,48,1, ,1,1,1,2,4,1100, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1100, , , , , , , ,74,1100,1100,1174,1,,,461.93941760262,,24.0,1.0,1.0,1
2024,4,1796902,1,55,1,1,20240417969021001728,1,7,3,1,2, ,1,19,7,7,3,1,2005,1, , , , , , , , , , , , , , , ,4321,1709,3,5,1, ,5,600,0,7,7,7,7,7,7,42, ,42,1, ,2, ,2,1,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1,1025, , , , , , , , ,1025,1025,1025,1,,,461.93941760262,,19.0,1.0,2.0,0
2024,4,17990,1,64,1,1,202404179901006016,1,2,3,1,2, ,2,51,2,2,23,8,1972,1, , , , , , , , , , , , , , , ,5414,8010,3,4,1, ,5,9998,11,11,11,0,11,11,11,66, ,66,1, ,2, ,2,2,4,2300, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1,2300, , , , , , , ,23,2300,2300,2323,1,,,455.197433026257,,51.0,1.0,2.0,0
2024,4,17990,1,64,1,1,202404179901006016,1,3,4,1,2, ,1,45,3,3,18,2,1979,1, , , , , , , , , , , , , , , ,8332,4923,3,5,1, ,2,50,11,0,11,11,11,11,11,66, ,66,1, ,2, ,2,1,4,1400, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1400, , , , , , , ,67,1400,1400,1467,1,,,535.68304213356,,45.0,1.0,2.0,0
2024,4,17990,1,65,1,1,202404179901006016,1,1,1,1,2, ,2,39,1,1,12,6,1984,1, , , , , , , , , , , , , , , ,5120,5610,2, ,3,2,1,2,0,5,5,5,5,5,5,30, ,30,1, ,1,1,1,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,91,866, , , , , ,957,957,957,1,,,603.681322348178,,39.0,1.0,1.0,1
2024,4,17990,1,65,1,1,202404179901006016,1,2,3,1,2, ,1,24,2,2,2,5,1999,1, , , , , , , , , , , , , , , ,4321,4210,3,5,1, ,4,200,0,11,11,11,11,11,5,60, ,60,2,48,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1800, , , , , , , , ,1800,1800,1800,1,,,504.960774423928,,24.0,1.0,2.0,0
2024,4,17990,1,65,1,1,202404179901006016,1,3,3,1,2, ,1,17,3,3,11,11,2006,1, , , , , , , , , , , , , , , ,9412,5610,4, ,3,2,1,2,0,6,6,6,6,6,0,30, ,30,1, ,2, ,2, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1, , , , , , , , , , , , ,1,,,504.960774423928,,17.0,1.0,2.0,0
2024,4,17867,1,54,1,1,202404178671004992,1,1,1,1,2, ,1,57,1,1,17,4,1967,2,1, , , , , , , , , , , , , , ,9112,7830,3,4,1, ,4,150,0,0,0,0,0,0,0,0, ,48,2,48,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1500, , , , , , , ,375,1500,1500,1875,1,,,477.159085563129,,57.0,1.0,2.0,0
2024,4,17867,1,54,1,1,202404178671004992,1,2,2,1,2, ,2,53,2,2,19,11,1970,1, , , , , , , , , , , , , , , ,9112,7830,3,4,1, ,4,300,0,8,8,8,8,8,8,48, ,48,1, ,2, ,2,2,4,1025, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,1025, , , , , , , ,255,1025,1025,1280,1,,,405.466617028617,,53.0,1.0,2.0,0
2024,4,17867,1,55,1,1,202404178671004992,1,1,1,1,2, ,2,44,1,1,6,7,1979,1, , , , , , , , , , , , , , , ,2330,8521,3,5,1, ,4,200,0,8,8,8,8,8,0,40, ,40,1, ,1,2,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2000, , , , , , , ,249,2000,2000,2249,1,,,537.728479505196,,44.0,1.0,2.0,0
2024,4,1725702,1,16,1,1,20240417257021001728,1,2,3,1,2, ,2,25,2,2,27,7,1998,1, , , , , , , , , , , , , , , ,2142,4210,3,5,1, ,4,199,0,8,8,8,8,4,0,36, ,36,1, ,2, ,2,2,4,2800,15, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,2800,450, , , , , , ,932,3250,3250,4182,1,,,385.083881620961,,25.0,1.0,2.0,0
2024,4,1725702,1,17,1,1,20240417257021001728,1,1,1,1,2, ,2,63,1,1,19,1,1961,1, , , , , , , , , , , , , , , ,9533,4799,2, ,3,2,1,2,0,1,0,1,0,1,1,4, ,4,1, ,1,2,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1, , ,100, , , , , , ,100,100,100,1,,,290.367099203624,,63.0,1.0,2.0,0
2024,4,1725702,1,17,1,1,20240417257021001728,1,2,2,1,2, ,1,70,2,2,28,5,1953,1, , , , , , , , , , , , , , , ,2240,7500,2, ,2,2,1,1,0,4,4,0,0,4,4,16, ,16,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , ,434, , , , , , ,434,434,434,1,,,341.708278104289,,70.0,1.0,2.0,0
2024,4,1725702,1,17,1,1,20240417257021001728,1,3,3,1,2, ,2,36,3,3,4,2,1988,1, , , , , , , , , , , , , , , ,4419,8411,3,2, , ,5,510,0,8,8,8,8,8,4,44, ,44,1, ,2, ,2,2,4,1200, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,9,1,1200, , , , , , , , ,1200,1200,1200,1,,,385.083881620961,,36.0,1.0,2.0,0
2024,4,2626601,1,35,1,1,20240426266011000832,1,1,1,1,2, ,2,56,1,1,30,8,1967,1, , , , , , , , , , , , , , , ,4110,2100,3,5,1, ,3,60,0,7,7,7,7,7,0,35, ,35,1, ,1,2,2,2,4,14000,25, , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1,14000,108, , , , , , ,4251,14108,14108,18359,1,,,748.288836208959,,56.0,1.0,2.0,0
2024,4,2626601,1,35,1,1,20240426266011000832,1,2,3,1,2, ,1,23,2,2,9,4,2001,1, , , , , , , , , , , , , , , ,3511,1020,7,5,1, ,4,500,0,6,6,6,6,6,0,30, ,30,1, ,1,2,2,2,4,1200, , , , , , , , , , , , , , ,2,3,1,4,2, ,1,4,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,1,1200, , , , , , , , ,1200,1200,1200,1,,,830.093675425142,,23.0,1.0,2.0,0
2024,4,22045,1,189,1,1,202404220451017984,1,4,3,1,2, ,1,29,4,3,23,1,1995,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,0,0,7,7,7,7,7,35, ,35,1, ,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, , ,2000, , , , , , ,2000,2000,2000,1,,,1002.85049459697,,29.0,1.0,1.0,1
2024,4,1725702,1,19,1,1,20240417257021001728,1,1,1,1,2, ,2,53,1,1,20,1,1971,1, , , , , , , , , , , , , , , ,9112,8121,2, ,3,2,1,1,4,4,0,4,5,4,0,21, ,21,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,957, , , , , , ,957,957,957,1,,,290.367099203624,,53.0,1.0,2.0,0
2024,4,1725702,1,19,1,1,20240417257021001728,1,2,2,1,2, ,1,54,2,2,27,2,1970,1, , , , , , , , , , , , , , , ,9112,5210,3,5,1, ,4,200,0,9,9,9,9,9,0,45, ,45,1, ,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,2000, , , , , , , , ,2000,2000,2000,1,,,341.708278104289,,54.0,1.0,2.0,0
2024,4,1725702,1,19,1,1,20240417257021001728,1,3,7,1,2, ,2,61,3,3,21,12,1962,1, , , , , , , , , , , , , , , ,9112,8121,2, ,3,2,1,1,0,3,0,3,0,0,0,6, ,10,2,10,2, ,2,1, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,3, ,2,2,2,2,2,2,10,7,1, , ,110, , , , , , ,110,110,110,1,,,290.367099203624,,61.0,1.0,2.0,0
