ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_ond24,fa_efm24,fa_amj24,fa_jas24,C208_num,OCUP300_num,P209H_num,target_subempleo_horas,whoraT_missing_flag,C318_T_missing_flag,C208_outlier_flag,whoraT_outlier_flag,INGTOT_outlier_flag,INGTRABW_outlier_flag,INGTOT_log,INGTOTP_log,INGTRABW_log,I339_1_log,I342_log,I345_1_log,I348_log,C208_std,C318_T_std,C328_T_std,whoraT_std,C331_std,INGTOT_std,INGTOTP_std,ingtrabw_std,I339_1_std,I342_std,I345_1_std,I348_std,INGTOT_log_std,INGTOTP_log_std,INGTRABW_log_std
2024,11,25067,1,128,1,1,202408250671012000,1,1,1,1,2, ,1,35.0,1,1,4.0,9.0,1989,1, , , , , , , , , , , , , , , ,9122,4520,3,5,1, ,2,25,0,9,9,9,9,9,5,50.0,,50.0,1,,2, ,2,2,4,1200, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1,1200.0, ,, ,,, , ,220,1200.0,1200.0,1420.0,1,954.644272684825,,,,35.0,1.0,2.0,0,0,0,0,0,0,0,7.090909822079984,7.090909822079984,7.259116128097101,7.090909822079984,,,,-0.4750681022450425,0.4896751023849042,,0.30744050958845287,,-0.41043057716522147,-0.3969933703567028,-0.33376217818823406,-0.4633627773319829,,,,-0.21041040183368595,-0.1734101435753036,-0.06997199474006319
2024,11,25067,1,128,1,1,202408250671012000,1,2,2,1,2, ,2,23.0,2,2,15.0,4.0,2001,1, , , , , , , , , , , , , , , ,5211,4641,3,5,2,2,1,6,0,11,11,11,11,11,11,66.0,,66.0,1,,2, ,2,1,2,350, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1516.0, ,, ,,, , , ,1516.0,1516.0,1516.0,1,888.720717304578,,,,23.0,1.0,2.0,0,0,0,0,0,0,0,7.324489979348532,7.324489979348532,7.324489979348532,7.324489979348532,,,,-1.2865740146769247,1.3390072877211687,,1.2012588968118822,,-0.2573757359226952,-0.2354868860019204,-0.29246289479315246,-0.2977647059453189,,,,0.05140936011208296,0.08754132189201412,0.0010716868579229246
2024,11,2375101,1,121,1,1,20231123751011000320,1,1,1,1,2, ,1,35.0,1,1,25.0,8.0,1989,1, , , , , , , , , , , , , , , ,2152,6110,3,5,1, ,5,2000,0,8,8,8,8,8,0,40.0,,40.0,1,,1,1,1,2,4,8000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,8000.0, ,, ,,, , ,2051,8000.0,8000.0,10051.0,1,1220.67430012664,,,,35.0,1.0,1.0,1,0,0,0,0,1,1,8.987321812850125,8.987321812850125,9.215526898663482,8.987321812850125,,,,-0.4750681022450425,-0.04115751345026121,,-0.25119598242619046,,2.8831546141296474,3.078462622087982,3.379301519550824,3.1001400246595208,,,,1.915275879829753,1.9452265330509009,2.0561169720002233
2024,11,18768,1,95,1,1,202408187681008992,1,1,1,1,2, ,1,60.0,1,1,30.0,7.0,1964,1, , , , , , , , , , , , , , , ,7128,4330,2, ,3,2,1,1,0,8,0,8,0,8,5,29.0,,48.0,2,48.0,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,909.0, ,,, , , ,909.0,909.0,909.0,1,968.271664103973,,,,60.0,1.0,2.0,0,0,0,0,0,0,0,6.813444599510896,6.813444599510896,6.813444599510896,,6.813444599510896,,,1.2155692153213784,-0.6250733908689431,,0.1957132111855242,0.3444101289903343,-0.5513766493221048,-0.5457224429745562,-0.553594822093304,,-0.33513472717313425,,,-0.5214208890718958,-0.48338919869844543,-0.5542963165914995
2024,11,18768,1,95,1,1,202408187681008992,1,2,2,1,2, ,2,54.0,2,2,1.0,10.0,1970,1, , , , , , , , , , , , , , , ,9112,8121,2, ,3,2,1,1,0,8,8,8,8,8,5,45.0,,45.0,1,,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,1559.0, ,,, , , ,1559.0,1559.0,1559.0,1,911.638658770716,,,,54.0,1.0,2.0,0,0,0,0,0,0,0,7.352441100243583,7.352441100243583,7.352441100243583,,7.352441100243583,,,0.8098162591054374,0.2242587944673215,,0.02812226358113122,,-0.23654865309538942,-0.21350973781440252,-0.27396425743910546,,-0.007582854461599774,,,0.08273974324238459,0.11876780124844323,0.031446989752921865
2024,11,20787,1,113,1,1,202311207871011008,1,1,1,1,2, ,1,51.0,1,1,1.0,4.0,1973,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,0,11,11,11,11,11,11,66.0,,66.0,1,,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,6,5, ,2,2,2,2,2,2,10,9,1,, ,1908.0, ,,, , , ,1908.0,1908.0,1908.0,1,784.486103663567,,,,51.0,1.0,2.0,0,0,0,0,0,0,0,7.554334823725748,7.554334823725748,7.554334823725748,,7.554334823725748,,,0.6069397809974669,1.3390072877211687,,1.2012588968118822,,-0.06751023665981452,-0.03513706996687384,-0.12382415426323579,,0.16828730488659335,,,0.30904221361735046,0.3443197643407232,0.25085082069036807
2024,11,20787,1,113,1,1,202311207871011008,1,2,2,1,2, ,2,51.0,2,2,4.0,3.0,1973,1, , , , , , , , , , , , , , , ,5212,4771,1, ,3,2,1,2,0,8,8,8,8,8,8,48.0,,48.0,1,,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,2, ,2,2,2,2,2,2,10,7,1,, ,1400.0,40,,, , , ,1440.0,1440.0,1440.0,1,738.602487174844,,,,51.0,1.0,2.0,0,0,0,0,0,0,0,7.273092595999522,7.273092595999522,7.273092595999522,,7.244941546337007,,,0.6069397809974669,0.3835085792178711,,0.1957132111855242,,-0.29418639394304963,-0.2743302176821845,-0.32515816081425875,,-0.0877070817864213,,,-0.006201914879918467,0.030121108364674017,-0.054783357134712544
2024,11,21324,1,67,1,1,202408213241006016,1,1,1,1,2, ,2,59.0,1,1,3.0,8.0,1965,1, , , , , , , , , , , , , , , ,2259,8610,3,2, , ,5,1000,0,6,6,6,6,6,6,36.0,,36.0,1,,2, ,2,2,4,3500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,3500.0, ,, ,,, , ,50,3500.0,3500.0,3550.0,1,657.608095544517,,,,59.0,1.0,2.0,0,0,0,0,0,0,0,8.160803920954665,8.160803920954665,8.174984532943087,8.160803920954665,,,,1.1479437226187217,-0.2534905597843274,,-0.47465057923204773,,0.7035761787139254,0.7785285094407641,0.5825656721401397,0.7419396409886727,,,,0.9888328110754404,1.0218559109603031,0.9253290636186363
2024,11,21324,1,67,1,1,202408213241006016,1,2,3,1,2, ,2,31.0,2,2,15.0,2.0,1993,1, , , , , , , , , , , , , , , ,2634,8610,3,2, , ,5,1000,0,6,6,6,6,6,6,36.0,,36.0,1,,2, ,2,2,4,2800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,6,1,2800.0, ,, ,,, , ,50,2800.0,2800.0,2850.0,1,792.871819937148,,,,31.0,1.0,2.0,0,0,0,0,0,0,0,7.937731775260109,7.937731775260109,7.955425088912672,7.937731775260109,,,,-0.7455700730556698,-0.2534905597843274,,-0.47465057923204773,,0.3645306443159242,0.4207609808067525,0.2814250640510027,0.3751084701954297,,,,0.7387914686709458,0.7726438031997619,0.6867273760182567
2024,11,25835,1,10,1,1,202308258351000992,1,1,1,1,2, ,2,65.0,1,1,19.0,10.0,1959,1, , , , , , , , , , , , , , , ,2359,8549,2, ,3,2,1,1,0,4,4,4,4,4,0,20.0,,20.0,1,,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,, ,1160.0, ,,, , , ,1160.0,1160.0,1160.0,1,621.745614832093,,,,65.0,1.0,2.0,0,0,0,0,0,0,0,7.057036981697891,7.057036981697891,7.057036981697891,,7.057036981697891,,,1.5536966788346627,-1.102822745120592,,-1.368468966455477,,-0.4298046077022501,-0.4174372291357892,-0.4456144040499135,,-0.20864931171068019,,,-0.24837843434541382,-0.21125225927816016,-0.2895773301999953
2024,11,2322502,1,135,1,1,20240823225021001728,1,1,1,1,2, ,1,46.0,1,1,5.0,8.0,1978,1, , , , , , , , , , , , , , , ,9333,7729,3,5,2,2,1,3,0,0,0,0,0,0,6,6.0,28.0,34.0,1,,1,1,1,2,2,200,65, , , , ,350, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,866.0,282,, ,,350.0, , , ,1498.0,1148.0,1498.0,1,914.513883276586,,,,46.0,1.0,1.0,1,0,0,0,0,0,0,7.312553498102598,7.046647277848756,7.312553498102598,6.765038976780541,,,5.860786223465865,0.2688123174841827,-1.8459884072898236,1.1228172074498677,-0.5863778776349764,,-0.2660940496643581,-0.4235703867695151,-0.30020651042973023,-0.6383936502533303,,,-0.2999095906408565,0.038029770360854386,-0.22285944576569314,-0.011900037414140873
2024,11,49617,1,365,1,1,202308496171036000,1,2,2,1,2, ,1,31.0,2,2,16.0,12.0,1992,1, , , , , , , , , , , , , , , ,9621,4923,2, ,3,2,1,1,0,11,11,11,11,11,11,66.0,,66.0,1,,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,1,, ,1356.0, ,,, , , ,1356.0,1356.0,1356.0,1,695.593176680759,,,,31.0,1.0,2.0,0,0,0,0,0,0,0,7.213031659834869,7.213031659834869,7.213031659834869,,7.213031659834869,,,-0.7455700730556698,1.3390072877211687,,1.2012588968118822,,-0.33487185807080977,-0.3172623211182659,-0.36129503378495514,,-0.10987982393920209,,,-0.0735241574571855,-0.03697786739072727,-0.12005333807782122
2024,11,26455,1,36,1,1,202311264551003008,1,1,1,1,2, ,2,33.0,1,1,27.0,11.0,1990,1, , , , , , , , , , , , , , , ,4110,2593,3,5,1, ,5,9998,0,8,8,8,8,8,0,40.0,,40.0,1,,2, ,2,2,4,8000, , , , , , , , , , , , , , ,1,3,1,1,2, ,1,1,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1,8000.0, ,, ,,, , ,2101,8000.0,8000.0,10101.0,1,779.094318261863,,,,33.0,1.0,2.0,0,0,0,0,0,1,1,8.987321812850125,8.987321812850125,9.220488703027998,8.987321812850125,,,,-0.6103190876503561,-0.04115751345026121,,-0.25119598242619046,,2.8831546141296474,3.078462622087982,3.400811562985762,3.1001400246595208,,,,1.915275879829753,1.9452265330509009,2.06150911033499
2024,11,22269,1,96,1,1,202408222691008992,1,1,1,1,2, ,2,45.0,1,1,8.0,9.0,1979,1, , , , , , , , , , , , , , , ,5211,4630,3,5,2,1,1,18,0,7,7,7,7,7,7,42.0,,42.0,1,,2, ,2,2,2,300, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,1,1,1299.0, ,, ,,, , , ,1299.0,1299.0,1299.0,1,1006.20868063484,,,,45.0,1.0,2.0,0,0,0,0,0,0,0,7.170119543449628,7.170119543449628,7.170119543449628,7.170119543449628,,,,0.20118682478152589,0.06500900971677187,,-0.13946868402326176,,-0.3624798515860756,-0.346394819878464,-0.3858164833007849,-0.41148236889122425,,,,-0.12162430529489687,-0.08491849637214574,-0.16668719358441508
2024,11,2301806,1,39,1,1,20231123018061000704,1,1,1,1,2, ,1,66.0,1,1,20.0,9.0,1958,1, , , , , , , , , , , , , , , ,8153,1410,3,5,3,2,1,5,0,0,6,6,6,6,5,29.0,7.0,50.0,2,50.0,2, ,2,2,2,250,50, , , , ,300, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,7,1,1083.0,217,, ,,300.0, , , ,1600.0,1300.0,1600.0,1,723.827717732852,,,,66.0,1.0,2.0,0,0,0,0,0,0,0,7.378383712996714,7.170888478512505,7.378383712996714,6.988413181999592,,,5.707110264748875,1.6213221715373196,-0.6250733908689431,-0.6055499934625214,0.30744050958845287,0.46743929240951915,-0.21669027179493505,-0.3458837234089869,-0.256326021822456,-0.5246759873074249,,,-0.34293485488718717,0.11181879162861723,-0.08405945622998072,0.05963958793969173
2024,11,49716,1,7,1,1,202308497161000000,1,1,1,1,2, ,1,27.0,1,1,21.0,6.0,1997,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,0,3,0,3,0,3,0,9.0,,9.0,1,,1,1,1,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,3,2,2,2,2,2,2,10,7,1,, ,1039.0, ,,, , , ,1039.0,1039.0,1039.0,1,1256.75644343225,,,,27.0,1.0,1.0,1,0,0,0,0,0,0,6.946975992135418,6.946975992135418,6.946975992135418,,6.946975992135418,,,-1.0160720438662971,-1.686738622539274,,-1.9829691076715847,,-0.4884110500767618,-0.4792799019425255,-0.4976687091624643,,-0.26962435263082735,,,-0.37174568618621295,-0.33421037718065955,-0.4091838356934956
2024,11,25490,1,82,1,1,202311254901008000,1,1,1,1,2, ,1,28.0,1,1,12.0,12.0,1995,1, , , , , , , , , , , , , , , ,5230,7500,3,5,1, ,1,10,0,9,9,9,9,9,4,49.0,,49.0,1,,2, ,2,2,4,1600, , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1600.0, ,, ,,, , ,266,1600.0,1600.0,1866.0,1,885.825137415815,,,,28.0,1.0,2.0,0,0,0,0,0,0,0,7.378383712996714,7.378383712996714,7.532088143541722,7.378383712996714,,,,-0.9484465511636404,0.43659184080138763,,0.25157686038698857,,-0.21669027179493505,-0.192554782565839,-0.14189259074858399,-0.25374496545012976,,,,0.11181879162861723,0.14775041216516313,0.22667470082972982
2024,11,2375101,1,123,1,1,20231123751011000320,1,1,1,1,2, ,2,63.0,1,1,8.0,6.0,1961,1, , , , , , , , , , , , , , , ,5213,4781,2, ,3,2,1,1,8,8,8,8,8,8,0,48.0,24.0,72.0,1,,1,2,2,2, , , , , , , ,300, , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,7,1,, ,1062.0,87,,300.0, , , ,1449.0,1149.0,1449.0,1,908.445046268937,,,,63.0,1.0,2.0,0,0,0,0,0,0,0,7.27931883541462,7.047517221357296,7.27931883541462,,6.968850378341948,,5.707110264748875,1.418445693429349,0.3835085792178711,0.7936044072760793,1.5364407920206682,,-0.2898272370722182,-0.4230592903000379,-0.3212863529959698,,-0.25803405559641923,,-0.34293485488718717,0.0007770705807523224,-0.22188756084155378,-0.04801712014405663
2024,11,18768,1,96,1,1,202408187681008992,1,1,1,1,2, ,1,39.0,1,3,2.0,6.0,1985,1, , , , , , , , , , , , , , , ,7111,4100,2, ,3,2,1,1,0,8,8,8,8,8,8,48.0,,48.0,1,,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,4, ,6,2,2,2,2,2,2,10,7,1,, ,2165.0, ,,, , , ,2165.0,2165.0,2165.0,1,1224.96554561418,,,,39.0,1.0,2.0,0,0,0,0,0,0,0,7.680637427560936,7.680637427560936,7.680637427560936,,7.680637427560936,,,-0.20456613143441515,0.3835085792178711,,0.1957132111855242,,0.0569679095405945,0.09621472268875617,-0.013262531007652663,,0.2977962760971539,,,0.45061467446316095,0.48542271567249035,0.3881075647875307
2024,11,18768,1,96,1,1,202408187681008992,1,2,2,1,2, ,2,35.0,2,2,6.0,8.0,1989,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,9111,9700,6, , , ,1,1,0,12,12,0,12,12,0,48.0,,48.0,1,,2, ,2,2,2,250,100, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,1,1083.0,433,, ,,, , , ,1516.0,1516.0,1516.0,1,1099.15405148121,,,,35.0,1.0,2.0,0,0,0,0,0,0,0,7.324489979348532,7.324489979348532,7.324489979348532,6.988413181999592,,,,-0.4750681022450425,0.3835085792178711,,0.1957132111855242,,-0.2573757359226952,-0.2354868860019204,-0.29246289479315246,-0.5246759873074249,,,,0.05140936011208296,0.08754132189201412,0.0010716868579229246
2024,11,18768,1,96,1,1,202408187681008992,1,3,3,1,2, ,1,17.0,3,2,24.0,11.0,2006,1, , , , , , , , , , , , , , , ,7231,4520,3,5,3,2,1,3,0,10,10,10,10,10,10,60.0,,60.0,1,,2, ,2,2,2,180, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,779.0, ,, ,,, , , ,779.0,779.0,779.0,1,1003.83142517793,,,,17.0,1.0,2.0,0,0,0,0,0,0,0,6.659293919683638,6.659293919683638,6.659293919683638,6.659293919683638,,,,-1.6923269708928657,1.0205077182200695,,0.8660770016030962,,-0.6143422485674479,-0.612164984006587,-0.6095209350241437,-0.6839855243376333,,,,-0.6942082301205174,-0.6556035095119216,-0.7218163816652404
2024,11,2760902,1,74,1,1,20230827609021001728,1,2,3,1,2, ,1,41.0,2,2,2.0,10.0,1983,1, , , , , , , , , , , , , , , ,7421,9511,3,5,1, ,2,25,0,8,8,8,8,8,5,45.0,,45.0,1,,2, ,2,2,4,2000, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1,2000.0, ,, ,,, , ,501,2000.0,2000.0,2501.0,1,949.047762832592,,,,41.0,1.0,2.0,0,0,0,0,0,0,0,7.601402334583733,7.601402334583733,7.824845691026856,7.601402334583733,,,,-0.06931514602910147,0.2242587944673215,,0.02812226358113122,,-0.02294996642464865,0.011883805225024842,0.13128496087513306,-0.044127153568276595,,,,0.3618001389151301,0.39690272377494074,0.5448229143860756
2024,11,25835,1,11,1,1,202308258351000992,1,1,1,1,2, ,1,58.0,1,1,2.0,2.0,1966,1, , , , , , , , , , , , , , , ,5120,5610,1, ,2,2,1,3,0,8,8,8,8,8,8,48.0,,48.0,1,,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,2,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,2,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,, ,598.0,1299,,, , , ,1897.0,1897.0,1897.0,1,660.369824525213,,,,58.0,1.0,2.0,0,0,0,0,0,0,0,7.5485559791698735,7.5485559791698735,7.5485559791698735,,6.395261598115449,,,1.0803182299160647,0.3835085792178711,,0.1957132111855242,,-0.0728380950574974,-0.040759131131122596,-0.12855636381892221,,-0.4918557001166531,,,0.3025647126017093,0.3378637452456187,0.24457078081551353
2024,11,25835,1,11,1,1,202308258351000992,1,2,2,1,2, ,2,52.0,2,2,4.0,8.0,1972,1, , , , , , , , , , , , , , , ,9412,5610,4, ,2,2,1,3,0,8,8,8,8,8,8,48.0,,48.0,1,,2, ,2, , , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,5,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,, ,, ,,, , , ,,,,1,621.745614832093,,,,52.0,1.0,2.0,0,0,0,0,0,0,0,,,,,,,,0.6745652737001238,0.3835085792178711,,0.1957132111855242,,,,,,,,,,,
2024,11,25835,1,11,1,1,202308258351000992,1,3,3,1,2, ,2,23.0,3,2,27.0,9.0,2001,1, , , , , , , , , , , , , , , ,7513,1071,3,5,1, ,2,30,0,8,8,8,8,8,8,48.0,,48.0,1,,2, ,2,2,4,1800, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1,1800.0, ,, ,,, , , ,1800.0,1800.0,1800.0,1,777.745673432249,,,,23.0,1.0,2.0,0,0,0,0,0,0,0,7.496097345175956,7.496097345175956,7.496097345175956,7.496097345175956,,,,-1.2865740146769247,0.3835085792178711,,0.1957132111855242,,-0.11982011910979186,-0.09033548867040707,-0.1702858480827026,-0.14893605950920316,,,,0.24376388283560513,0.27925792197190635,0.18756244462012117
2024,11,2322502,1,138,1,1,20240823225021001728,1,1,1,1,2, ,1,32.0,1,1,20.0,9.0,1992,1, , , , , , , , , , , , , , , ,8322,4922,2, ,3,2,1,1,0,9,9,9,9,9,0,45.0,,45.0,1,,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,, ,1662.0, ,,, , , ,1662.0,1662.0,1662.0,1,1156.95629597538,,,,32.0,1.0,2.0,0,0,0,0,0,0,0,7.416378479192928,7.416378479192928,7.416378479192928,,7.416378479192928,,,-0.677944580353013,0.2242587944673215,,0.02812226358113122,,-0.18666052446254067,-0.16086680145825508,-0.22965356796313247,,0.044321519214228,,,0.15440708661482622,0.19019746774956017,0.10092961476788292
2024,11,2322502,1,138,1,1,20240823225021001728,1,2,2,1,2, ,2,25.0,2,2,30.0,3.0,1999,1, , , , , , , , , , , , , , , ,8153,1410,3,5,2,1,1,15,0,10,10,10,10,10,5,55.0,,55.0,1,,2, ,2,2,2,350, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1516.0, ,, ,,, , , ,1516.0,1516.0,1516.0,1,1038.12976998502,,,,25.0,1.0,2.0,0,0,0,0,0,0,0,7.324489979348532,7.324489979348532,7.324489979348532,7.324489979348532,,,,-1.1513230292716108,0.7550914103024868,,0.5867587555957745,,-0.2573757359226952,-0.2354868860019204,-0.29246289479315246,-0.2977647059453189,,,,0.05140936011208296,0.08754132189201412,0.0010716868579229246
2024,11,2963101,1,323,1,1,20230829631011000320,1,1,1,1,2, ,2,50.0,1,1,16.0,12.0,1973,1, , , , , , , , , , , , , , , ,9111,9700,6, , , ,1,2,0,8,0,8,0,8,0,24.0,9.0,33.0,1,,2, ,2,2,2,240,45, , , , ,500,120, , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3, ,4,2,2,2,2,2,2,1,1,1,1039.0,195,, ,,500.0, ,120, ,1854.0,1234.0,1854.0,1,1231.28091924449,,,,50.0,1.0,2.0,0,0,0,0,0,0,0,7.525639975041535,7.118826249062078,7.525639975041535,6.946975992135418,,,6.2166061010848646,0.5393142882948101,-0.8904896987865258,-0.44094359337562716,-0.6422415268364408,,-0.09366517788480319,-0.37961609039447936,-0.14705500117296919,-0.5477339466144288,,,-0.17083379790186448,0.27687818676068116,-0.1422224236217919,0.21966728699303198
2024,11,2301806,1,41,1,1,20231123018061000704,1,1,1,1,2, ,2,57.0,1,1,25.0,2.0,1967,1, , , , , , , , , , , , , , , ,5120,5630,2, ,3,2,1,2,6,6,6,6,6,6,6,42.0,21.0,63.0,1,,2, ,2,2, , , , , , , ,100,15, , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,5,3, ,2,2,2,2,2,2,1,7,1,, ,323.0,43,,100.0, ,15, ,481.0,366.0,481.0,1,681.491934792578,,,,57.0,1.0,2.0,0,0,0,0,0,0,0,6.1779441140506,5.905361848054571,6.1779441140506,,5.780743515792329,,4.61512051684126,1.012692737213408,0.06500900971677187,0.546694807145738,1.0336679492074892,,-0.7586787760683114,-0.8232478259006539,-0.7377207938963762,,-0.6304353385715331,,-0.5150359118725099,-1.2337527402245614,-1.4978825851622728,-1.2449133336426157
2024,11,2301806,1,41,1,1,20231123018061000704,1,2,3,1,2, ,1,18.0,2,2,25.0,7.0,2006,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,9412,5630,4, ,3,2,1,2,3,3,3,3,3,3,3,21.0,14.0,35.0,1,,2, ,2, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,1,2,10,9,1,, ,, ,,, , , ,,,,1,750.41027886264,,,,18.0,1.0,2.0,0,0,0,0,0,0,0,,,,,,,,-1.6247014781902087,-1.0497394835370755,-0.029427593158391684,-0.530514228433512,,,,,,,,,,,
