ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,REGION,LLAVE_PANEL,ESTRATO,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,I339_1,D341_T,I342,D344,I345_1,I348,D347_T,D350,D351_T,INGTOT,INGTOTP,ingtrabw,RESIDENT,fa_ond24,fa_efm24,fa_amj24,fa_jas24
2024,10,29134,1,62,1,1,202407291341006016,1,3,3,1,2, ,2,16,3,3,15,4,2008,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,1,4, , , , , , , , , , , , ,1,635.828038839428,,,
2024,10,29134,1,62,1,1,202407291341006016,1,4,3,1,2, ,2,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,,,
2024,10,29134,1,65,1,1,202407291341006016,1,1,1,1,2, ,1,58,1,1,19,3,1966,1, , , , , , , , , , , , , , , ,9112,2220,3,5,1, ,3,80,0,8,8,8,8,8,6,46, ,46,1, ,2, ,2,2,3,750, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,1,1,1,1500, , , , , , , ,213,1500,1500,1713,1,539.870120503062,,,
2024,10,18191,1,92,1,1,202410181911008992,1,1,1,1,2, ,2,39,1,1,28,5,1985,1, , , , , , , , , , , , , , , ,4417,6920,3,5,1, ,1,2,0,5,5,5,5,5,0,25, ,25,1, ,1,2,2,2,3,500, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,3, ,2,2,2,2,2,2,10,7,1,1000, , , , , , , ,84,1000,1000,1084,1,858.947891487602,,,
2024,10,18191,1,92,1,1,202410181911008992,1,2,2,1,2, ,1,38,2,2,8,11,1985,1, , , , , , , , , , , , , , , ,7111,4100,2, ,3,2,1,1,6,12,12,12,12,12,8,74, ,74,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1949, , , , , , ,1949,1949,1949,1,957.264881235121,,,
2024,10,18191,1,92,1,1,202410181911008992,1,3,3,1,2, ,2,18,3,3,23,4,2006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,1, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,891.160358097733,,,
2024,10,18191,1,92,1,1,202410181911008992,1,4,3,1,2, ,1,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,,,
2024,10,18191,1,92,1,1,202410181911008992,1,5,3,1,2, ,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,,,
2024,10,18191,1,93,1,1,202410181911008992,1,1,1,1,2, ,1,58,1,1,2,5,1966,1, , , , , , , , , , , , , , , ,8321,4922,2, ,3,2,1,1,10,10,10,10,10,10,10,70, ,70,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,6,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,7,1, , ,2600, , , , , , ,2600,2600,2600,1,756.668187820001,,,
2024,10,18191,1,93,1,1,202410181911008992,1,2,2,1,2, ,2,47,2,2,16,9,1977,1, , , , , , , , , , , , , , , ,5212,4721,2, ,2,2,1,2,12,12,12,12,12,12,12,84, ,84,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , ,1865,300, , , , , ,2165,2165,2165,1,712.411606630082,,,
2024,10,18191,1,93,1,1,202410181911008992,1,3,3,1,2, ,1,23,3,3,6,7,2001,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5223,4721,4, ,2,2,1,2,0,2,2,2,2,2,5,15, ,15,1, ,1,1,1, , , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , , , , , , , , , ,1,784.456814678188,,,
2024,10,18191,1,93,1,1,202410181911008992,1,4,3,1,2, ,2,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,,,
2024,10,18191,1,94,1,1,202410181911008992,1,1,1,1,2, ,2,50,1,1,12,8,1974,1, , , , , , , , , , , , , , , ,9412,5610,3,5,3,2,1,2,5,5,5,0,5,5,5,30, ,30,1, ,1,1,1,1,2,200, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,866, , , , , , , , ,866,866,866,1,712.411606630082,,,
2024,10,18191,1,94,1,1,202410181911008992,1,2,3,1,2, ,2,29,2,2,11,3,1995,1, , , , , , , , , , , , , , , ,5212,4773,3,5,2,2,1,2,7,7,0,7,7,7,7,42, ,42,1, ,2, ,2,1,2,300, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1,1299, , , , , , , , ,1299,1299,1299,1,858.947891487602,,,
2024,10,18191,1,94,1,1,202410181911008992,1,3,5,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,,,
2024,10,18191,1,94,1,1,202410181911008992,1,4,5,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,,,
